chrom	length	bases	mean	min	max
chr1	248956422	2507044845	10.07	0	7906
chr1_region	4728181	1734688143	366.88	0	7906
chr2	242193529	1576899870	6.51	0	10454
chr2_region	3365782	1177241675	349.77	0	5340
chr3	198295559	1220038127	6.15	0	22765
chr3_region	2638027	911353672	345.47	0	22765
chr4	190214555	842693010	4.43	0	3279
chr4_region	1796579	618048896	344.01	0	3279
chr5	181538259	980789479	5.40	0	3401
chr5_region	2085904	731602136	350.74	0	3401
chr6	170805979	1134640660	6.64	0	13417
chr6_region	2346319	857748398	365.57	0	13417
chr7	159345973	1053130215	6.61	0	6790
chr7_region	2210246	758616940	343.23	0	6263
chr8	145138636	691317293	4.76	0	6028
chr8_region	1566502	502573982	320.83	0	6028
chr9	138394717	923339435	6.67	0	4520
chr9_region	1873735	632860386	337.75	0	4520
chr10	133797422	928221664	6.94	0	4416
chr10_region	1828952	657313545	359.39	0	4416
chr11	135086622	1200471540	8.89	0	10796
chr11_region	2653682	917783165	345.85	0	10796
chr12	133275309	1134655694	8.51	0	4478
chr12_region	2445531	850537889	347.79	0	4478
chr13	114364328	376995959	3.30	0	3575
chr13_region	828312	267820634	323.33	0	3575
chr14	107043718	693210782	6.48	0	4062
chr14_region	1508410	519139428	344.16	0	4062
chr15	101991189	831819449	8.16	0	5203
chr15_region	1620590	570589851	352.09	0	5203
chr16	90338345	922417770	10.21	0	3185
chr16_region	1975485	673465982	340.91	0	3185
chr17	83257441	1316106163	15.81	0	7492
chr17_region	2581394	895570274	346.93	0	3519
chr18	80373285	317719773	3.95	0	3796
chr18_region	691497	233254535	337.32	0	3796
chr19	58617616	1180745801	20.14	0	5814
chr19_region	2891894	921691311	318.72	0	5814
chr20	64444167	494668530	7.68	0	2839
chr20_region	1136294	370756212	326.29	0	2839
chr21	46709983	221729556	4.75	0	2576
chr21_region	462839	149911640	323.90	0	1944
chr22	50818468	431580144	8.49	0	2828
chr22_region	989969	308324388	311.45	0	2828
chrX	156040895	559583400	3.59	0	8356
