chrom	length	bases	mean	min	max
chr1	248956422	1009704294	4.06	0	2053
chr1_region	4728181	471209120	99.66	0	1486
chr2	242193529	692048421	2.86	0	1449
chr2_region	3365782	288940972	85.85	0	1449
chr3	198295559	576180739	2.91	0	5463
chr3_region	2638027	245233780	92.96	0	1599
chr4	190214555	430853242	2.27	0	1094
chr4_region	1796579	167377173	93.16	0	1094
chr5	181538259	470484877	2.59	0	925
chr5_region	2085904	191548331	91.83	0	921
chr6	170805979	551764609	3.23	0	1581
chr6_region	2346319	251122724	107.03	0	1525
chr7	159345973	492592535	3.09	0	1394
chr7_region	2210246	208461093	94.32	0	1394
chr8	145138636	362343031	2.50	0	960
chr8_region	1566502	139809484	89.25	0	960
chr9	138394717	435543280	3.15	0	1150
chr9_region	1873735	188522485	100.61	0	1111
chr10	133797422	468929087	3.50	0	817
chr10_region	1828952	202823655	110.90	0	817
chr11	135086622	520857633	3.86	0	1011
chr11_region	2653682	252500709	95.15	0	1011
chr12	133275309	535383899	4.02	0	1595
chr12_region	2445531	255551483	104.50	0	1595
chr13	114364328	237616736	2.08	0	975
chr13_region	828312	91267832	110.19	0	975
chr14	107043718	305513136	2.85	0	1626
chr14_region	1508410	140064007	92.86	0	1626
chr15	101991189	327424517	3.21	0	745
chr15_region	1620590	139269211	85.94	0	678
chr16	90338345	322280021	3.57	0	1564
chr16_region	1975485	147570126	74.70	0	1516
chr17	83257441	476031529	5.72	0	1798
chr17_region	2581394	228885198	88.67	0	1483
chr18	80373285	178323343	2.22	0	673
chr18_region	691497	67686717	97.88	0	673
chr19	58617616	386519907	6.59	0	1069
chr19_region	2891894	210983642	72.96	0	1069
chr20	64444167	242438558	3.76	0	764
chr20_region	1136294	108452487	95.44	0	764
chr21	46709983	112362018	2.41	0	895
chr21_region	462839	42814222	92.50	0	895
chr22	50818468	174921972	3.44	0	1017
chr22_region	989969	77263723	78.05	0	1017
chrX	156040895	459960752	2.95	0	2754
chrX_region	0	0	0.00	0	0
chrY	57227415	2353610	0.04	0	420
chrY_region	0	0	0.00	0	0
chrM	16569	4520449	272.83	0	370
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	627727	3.59	0	256
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	23292	0.73	0	6
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	36072	0.28	0	11
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	499554	7.47	0	126
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	19554	0.49	0	10
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1861416	44.10	0	1019
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	263866	1.50	0	102
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	426201	10.46	0	211
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	346749	8.31	0	189
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	69018	0.43	0	5
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	73007	0.47	0	7
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	831669	5.35	0	692
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	694165	3.31	0	332
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	66437	0.72	0	6
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	35022	0.87	0	30
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	206391	5.42	0	241
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	239913	1.36	0	112
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	238183	6.10	0	311
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	88223	0.88	0	58
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	710845	3.52	0	315
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	1245179	5.90	0	254
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	197922	1.02	0	24
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	584501	3.05	0	148
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	114433	3.00	0	49
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	95012	2.40	0	72
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	133669	0.77	0	104
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	5693	0.13	0	4
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	2152009	4.80	0	744
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	1774348	0.95	0	251
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1004091	5.41	0	1452
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	617373	2.20	0	624
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	149584	1.33	0	41
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	332276	2.20	0	207
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	84057	2.02	0	59
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	941229	5.24	0	205
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	575456	3.49	0	177
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	107046	2.50	0	114
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	198000	1.09	0	75
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	80790	0.78	0	141
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	77012	0.77	0	8
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	21382	0.29	0	4
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	1560	0.69	0	3
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	896	0.41	0	2
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	2490	1.28	0	9
chrUn_KI270303v1_region	0	0	0.00	0	0
chrUn_KI270305v1	1472	1670	1.13	0	6
chrUn_KI270305v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	5154	0.24	0	9
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	10682	2.42	0	10
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	6319	5.26	0	29
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270316v1	1444	896	0.62	0	4
chrUn_KI270316v1_region	0	0	0.00	0	0
chrUn_KI270315v1	2276	1657	0.73	0	7
chrUn_KI270315v1_region	0	0	0.00	0	0
chrUn_KI270312v1	998	849	0.85	0	4
chrUn_KI270312v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	4324	0.35	0	9
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270317v1	37690	1405	0.04	0	5
chrUn_KI270317v1_region	0	0	0.00	0	0
chrUn_KI270412v1	1179	2223	1.89	0	6
chrUn_KI270412v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	2710	1.02	0	4
chrUn_KI270411v1_region	0	0	0.00	0	0
chrUn_KI270414v1	2489	1003	0.40	0	4
chrUn_KI270414v1_region	0	0	0.00	0	0
chrUn_KI270419v1	1029	872	0.85	0	3
chrUn_KI270419v1_region	0	0	0.00	0	0
chrUn_KI270418v1	2145	1898	0.88	0	3
chrUn_KI270418v1_region	0	0	0.00	0	0
chrUn_KI270420v1	2321	2433	1.05	0	4
chrUn_KI270420v1_region	0	0	0.00	0	0
chrUn_KI270424v1	2140	180	0.08	0	1
chrUn_KI270424v1_region	0	0	0.00	0	0
chrUn_KI270417v1	2043	939	0.46	0	2
chrUn_KI270417v1_region	0	0	0.00	0	0
chrUn_KI270422v1	1445	3778	2.61	0	6
chrUn_KI270422v1_region	0	0	0.00	0	0
chrUn_KI270423v1	981	931	0.95	0	4
chrUn_KI270423v1_region	0	0	0.00	0	0
chrUn_KI270425v1	1884	821	0.44	0	2
chrUn_KI270425v1_region	0	0	0.00	0	0
chrUn_KI270429v1	1361	4198	3.08	0	7
chrUn_KI270429v1_region	0	0	0.00	0	0
chrUn_KI270442v1	392061	793662	2.02	0	268
chrUn_KI270442v1_region	0	0	0.00	0	0
chrUn_KI270466v1	1233	208191	168.85	0	430
chrUn_KI270466v1_region	0	0	0.00	0	0
chrUn_KI270465v1	1774	3499	1.97	0	9
chrUn_KI270465v1_region	0	0	0.00	0	0
chrUn_KI270467v1	3920	668212	170.46	0	607
chrUn_KI270467v1_region	0	0	0.00	0	0
chrUn_KI270435v1	92983	90866	0.98	0	76
chrUn_KI270435v1_region	0	0	0.00	0	0
chrUn_KI270438v1	112505	2287923	20.34	0	987
chrUn_KI270438v1_region	0	0	0.00	0	0
chrUn_KI270468v1	4055	4152	1.02	0	5
chrUn_KI270468v1_region	0	0	0.00	0	0
chrUn_KI270510v1	2415	3892	1.61	0	9
chrUn_KI270510v1_region	0	0	0.00	0	0
chrUn_KI270509v1	2318	3694	1.59	0	6
chrUn_KI270509v1_region	0	0	0.00	0	0
chrUn_KI270518v1	2186	4837	2.21	0	7
chrUn_KI270518v1_region	0	0	0.00	0	0
chrUn_KI270508v1	1951	2762	1.42	0	4
chrUn_KI270508v1_region	0	0	0.00	0	0
chrUn_KI270516v1	1300	2741	2.11	0	7
chrUn_KI270516v1_region	0	0	0.00	0	0
chrUn_KI270512v1	22689	18167	0.80	0	17
chrUn_KI270512v1_region	0	0	0.00	0	0
chrUn_KI270519v1	138126	133521	0.97	0	43
chrUn_KI270519v1_region	0	0	0.00	0	0
chrUn_KI270522v1	5674	2605	0.46	0	3
chrUn_KI270522v1_region	0	0	0.00	0	0
chrUn_KI270511v1	8127	7182	0.88	0	7
chrUn_KI270511v1_region	0	0	0.00	0	0
chrUn_KI270515v1	6361	14323	2.25	0	8
chrUn_KI270515v1_region	0	0	0.00	0	0
chrUn_KI270507v1	5353	9019	1.68	0	6
chrUn_KI270507v1_region	0	0	0.00	0	0
chrUn_KI270517v1	3253	5990	1.84	0	6
chrUn_KI270517v1_region	0	0	0.00	0	0
chrUn_KI270529v1	1899	1381	0.73	0	3
chrUn_KI270529v1_region	0	0	0.00	0	0
chrUn_KI270528v1	2983	1003	0.34	0	2
chrUn_KI270528v1_region	0	0	0.00	0	0
chrUn_KI270530v1	2168	720	0.33	0	3
chrUn_KI270530v1_region	0	0	0.00	0	0
chrUn_KI270538v1	91309	84419	0.92	0	22
chrUn_KI270538v1_region	0	0	0.00	0	0
chrUn_KI270544v1	1202	1780	1.48	0	6
chrUn_KI270544v1_region	0	0	0.00	0	0
chrUn_KI270583v1	1400	2131	1.52	0	4
chrUn_KI270583v1_region	0	0	0.00	0	0
chrUn_KI270587v1	2969	26040	8.77	0	23
chrUn_KI270587v1_region	0	0	0.00	0	0
chrUn_KI270580v1	1553	2230	1.44	0	4
chrUn_KI270580v1_region	0	0	0.00	0	0
chrUn_KI270581v1	7046	4068	0.58	0	3
chrUn_KI270581v1_region	0	0	0.00	0	0
chrUn_KI270579v1	31033	16658	0.54	0	4
chrUn_KI270579v1_region	0	0	0.00	0	0
chrUn_KI270589v1	44474	46879	1.05	0	21
chrUn_KI270589v1_region	0	0	0.00	0	0
chrUn_KI270590v1	4685	14864	3.17	0	11
chrUn_KI270590v1_region	0	0	0.00	0	0
chrUn_KI270584v1	4513	6398	1.42	0	5
chrUn_KI270584v1_region	0	0	0.00	0	0
chrUn_KI270582v1	6504	6086	0.94	0	5
chrUn_KI270582v1_region	0	0	0.00	0	0
chrUn_KI270588v1	6158	11844	1.92	0	10
chrUn_KI270588v1_region	0	0	0.00	0	0
chrUn_KI270593v1	3041	2836	0.93	0	4
chrUn_KI270593v1_region	0	0	0.00	0	0
chrUn_KI270591v1	5796	14807	2.55	0	21
chrUn_KI270591v1_region	0	0	0.00	0	0
chrUn_KI270330v1	1652	19515	11.81	0	51
chrUn_KI270330v1_region	0	0	0.00	0	0
chrUn_KI270329v1	1040	1340	1.29	0	5
chrUn_KI270329v1_region	0	0	0.00	0	0
chrUn_KI270334v1	1368	1366	1.00	0	4
chrUn_KI270334v1_region	0	0	0.00	0	0
chrUn_KI270333v1	2699	86210	31.94	0	155
chrUn_KI270333v1_region	0	0	0.00	0	0
chrUn_KI270335v1	1048	450	0.43	0	2
chrUn_KI270335v1_region	0	0	0.00	0	0
chrUn_KI270338v1	1428	720	0.50	0	3
chrUn_KI270338v1_region	0	0	0.00	0	0
chrUn_KI270340v1	1428	2920	2.04	0	5
chrUn_KI270340v1_region	0	0	0.00	0	0
chrUn_KI270336v1	1026	27062	26.38	0	70
chrUn_KI270336v1_region	0	0	0.00	0	0
chrUn_KI270337v1	1121	100985	90.08	0	398
chrUn_KI270337v1_region	0	0	0.00	0	0
chrUn_KI270363v1	1803	1231	0.68	0	3
chrUn_KI270363v1_region	0	0	0.00	0	0
chrUn_KI270364v1	2855	1060	0.37	0	2
chrUn_KI270364v1_region	0	0	0.00	0	0
chrUn_KI270362v1	3530	1239	0.35	0	2
chrUn_KI270362v1_region	0	0	0.00	0	0
chrUn_KI270366v1	8320	5059	0.61	0	4
chrUn_KI270366v1_region	0	0	0.00	0	0
chrUn_KI270379v1	1045	177	0.17	0	1
chrUn_KI270379v1_region	0	0	0.00	0	0
chrUn_KI270389v1	1298	984	0.76	0	3
chrUn_KI270389v1_region	0	0	0.00	0	0
chrUn_KI270390v1	2387	735	0.31	0	2
chrUn_KI270390v1_region	0	0	0.00	0	0
chrUn_KI270387v1	1537	1611	1.05	0	6
chrUn_KI270387v1_region	0	0	0.00	0	0
chrUn_KI270395v1	1143	2562	2.24	0	6
chrUn_KI270395v1_region	0	0	0.00	0	0
chrUn_KI270396v1	1880	915	0.49	0	2
chrUn_KI270396v1_region	0	0	0.00	0	0
chrUn_KI270388v1	1216	135	0.11	0	1
chrUn_KI270388v1_region	0	0	0.00	0	0
chrUn_KI270394v1	970	420	0.43	0	1
chrUn_KI270394v1_region	0	0	0.00	0	0
chrUn_KI270386v1	1788	300	0.17	0	1
chrUn_KI270386v1_region	0	0	0.00	0	0
chrUn_KI270391v1	1484	266	0.18	0	2
chrUn_KI270391v1_region	0	0	0.00	0	0
chrUn_KI270383v1	1750	257	0.15	0	1
chrUn_KI270383v1_region	0	0	0.00	0	0
chrUn_KI270393v1	1308	450	0.34	0	3
chrUn_KI270393v1_region	0	0	0.00	0	0
chrUn_KI270384v1	1658	810	0.49	0	3
chrUn_KI270384v1_region	0	0	0.00	0	0
chrUn_KI270381v1	1930	180	0.09	0	1
chrUn_KI270381v1_region	0	0	0.00	0	0
chrUn_KI270385v1	990	89	0.09	0	1
chrUn_KI270385v1_region	0	0	0.00	0	0
chrUn_KI270382v1	4215	984	0.23	0	2
chrUn_KI270382v1_region	0	0	0.00	0	0
chrUn_KI270376v1	1136	90	0.08	0	1
chrUn_KI270376v1_region	0	0	0.00	0	0
chrUn_KI270374v1	2656	222	0.08	0	1
chrUn_KI270374v1_region	0	0	0.00	0	0
chrUn_KI270372v1	1650	524	0.32	0	2
chrUn_KI270372v1_region	0	0	0.00	0	0
chrUn_KI270373v1	1451	90	0.06	0	1
chrUn_KI270373v1_region	0	0	0.00	0	0
chrUn_KI270375v1	2378	766	0.32	0	1
chrUn_KI270375v1_region	0	0	0.00	0	0
chrUn_KI270371v1	2805	527	0.19	0	2
chrUn_KI270371v1_region	0	0	0.00	0	0
chrUn_KI270448v1	7992	8173	1.02	0	5
chrUn_KI270448v1_region	0	0	0.00	0	0
chrUn_KI270521v1	7642	4297	0.56	0	4
chrUn_KI270521v1_region	0	0	0.00	0	0
chrUn_GL000195v1	182896	273020	1.49	0	44
chrUn_GL000195v1_region	0	0	0.00	0	0
chrUn_GL000219v1	179198	341736	1.91	0	196
chrUn_GL000219v1_region	0	0	0.00	0	0
chrUn_GL000220v1	161802	936304	5.79	0	120
chrUn_GL000220v1_region	0	0	0.00	0	0
chrUn_GL000224v1	179693	520001	2.89	0	76
chrUn_GL000224v1_region	0	0	0.00	0	0
chrUn_KI270741v1	157432	58188	0.37	0	11
chrUn_KI270741v1_region	0	0	0.00	0	0
chrUn_GL000226v1	15008	135400	9.02	0	26
chrUn_GL000226v1_region	0	0	0.00	0	0
chrUn_GL000213v1	164239	550359	3.35	0	247
chrUn_GL000213v1_region	0	0	0.00	0	0
chrUn_KI270743v1	210658	209015	0.99	0	44
chrUn_KI270743v1_region	0	0	0.00	0	0
chrUn_KI270744v1	168472	1414575	8.40	0	652
chrUn_KI270744v1_region	0	0	0.00	0	0
chrUn_KI270745v1	41891	58377	1.39	0	59
chrUn_KI270745v1_region	0	0	0.00	0	0
chrUn_KI270746v1	66486	608549	9.15	0	257
chrUn_KI270746v1_region	0	0	0.00	0	0
chrUn_KI270747v1	198735	79168	0.40	0	8
chrUn_KI270747v1_region	0	0	0.00	0	0
chrUn_KI270748v1	93321	51589	0.55	0	15
chrUn_KI270748v1_region	0	0	0.00	0	0
chrUn_KI270749v1	158759	203900	1.28	0	203
chrUn_KI270749v1_region	0	0	0.00	0	0
chrUn_KI270750v1	148850	534232	3.59	0	539
chrUn_KI270750v1_region	0	0	0.00	0	0
chrUn_KI270751v1	150742	494055	3.28	0	151
chrUn_KI270751v1_region	0	0	0.00	0	0
chrUn_KI270752v1	27745	72	0.00	0	1
chrUn_KI270752v1_region	0	0	0.00	0	0
chrUn_KI270753v1	62944	78369	1.25	0	12
chrUn_KI270753v1_region	0	0	0.00	0	0
chrUn_KI270754v1	40191	52736	1.31	0	16
chrUn_KI270754v1_region	0	0	0.00	0	0
chrUn_KI270755v1	36723	20914	0.57	0	6
chrUn_KI270755v1_region	0	0	0.00	0	0
chrUn_KI270756v1	79590	56442	0.71	0	20
chrUn_KI270756v1_region	0	0	0.00	0	0
chrUn_KI270757v1	71251	99677	1.40	0	55
chrUn_KI270757v1_region	0	0	0.00	0	0
chrUn_GL000214v1	137718	495567	3.60	0	148
chrUn_GL000214v1_region	0	0	0.00	0	0
chrUn_KI270742v1	186739	1151613	6.17	0	775
chrUn_KI270742v1_region	0	0	0.00	0	0
chrUn_GL000216v2	176608	666114	3.77	0	257
chrUn_GL000216v2_region	0	0	0.00	0	0
chrUn_GL000218v1	161147	454270	2.82	0	352
chrUn_GL000218v1_region	0	0	0.00	0	0
