chrom	length	bases	mean	min	max
chr1	248956422	884941563	3.55	0	1441
chr1_region	4728181	442751714	93.64	0	1441
chr2	242193529	573853782	2.37	0	1705
chr2_region	3365782	271793453	80.75	0	1335
chr3	198295559	477022023	2.41	0	1500
chr3_region	2638027	230455192	87.36	0	1500
chr4	190214555	340342659	1.79	0	1271
chr4_region	1796579	158682666	88.32	0	1271
chr5	181538259	383435344	2.11	0	926
chr5_region	2085904	181905722	87.21	0	926
chr6	170805979	466280811	2.73	0	1542
chr6_region	2346319	236388979	100.75	0	1359
chr7	159345973	419703697	2.63	0	2508
chr7_region	2210246	198302870	89.72	0	2508
chr8	145138636	292952416	2.02	0	829
chr8_region	1566502	131842512	84.16	0	829
chr9	138394717	370581823	2.68	0	1175
chr9_region	1873735	176060286	93.96	0	1175
chr10	133797422	401873443	3.00	0	809
chr10_region	1828952	190068353	103.92	0	764
chr11	135086622	457503754	3.39	0	1021
chr11_region	2653682	239665124	90.31	0	1021
chr12	133275309	469069598	3.52	0	1890
chr12_region	2445531	239521504	97.94	0	1431
chr13	114364328	188539363	1.65	0	932
chr13_region	828312	86396413	104.30	0	932
chr14	107043718	259093621	2.42	0	1477
chr14_region	1508410	130614638	86.59	0	1477
chr15	101991189	283397349	2.78	0	612
chr15_region	1620590	129231093	79.74	0	612
chr16	90338345	281258088	3.11	0	1591
chr16_region	1975485	138170779	69.94	0	1158
chr17	83257441	431377369	5.18	0	1385
chr17_region	2581394	214098398	82.94	0	1385
chr18	80373285	138906805	1.73	0	705
chr18_region	691497	63610496	91.99	0	705
chr19	58617616	371041959	6.33	0	1254
chr19_region	2891894	204651400	70.77	0	1254
chr20	64444167	209548321	3.25	0	761
chr20_region	1136294	101976207	89.74	0	761
chr21	46709983	93265953	2.00	0	845
chr21_region	462839	40351790	87.18	0	845
chr22	50818468	155646961	3.06	0	964
chr22_region	989969	71725136	72.45	0	964
chrX	156040895	209254753	1.34	0	1401
chrX_region	0	0	0.00	0	0
chrY	57227415	28319097	0.49	0	1251
chrY_region	0	0	0.00	0	0
chrM	16569	661563	39.93	0	66
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	678536	3.88	0	329
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	6755	0.21	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	42810	0.34	0	28
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	80626	1.21	0	31
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	6631	0.17	0	2
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1492571	35.36	0	788
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	183143	1.04	0	106
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	324819	7.97	0	171
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	250320	6.00	0	121
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	11627	0.07	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	10320	0.07	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	939292	6.04	0	929
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	654022	3.12	0	377
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	8926	0.10	0	3
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	11966	0.30	0	32
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	167778	4.41	0	198
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	143408	0.81	0	108
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	230764	5.91	0	276
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	74122	0.74	0	59
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	550234	2.73	0	322
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	386414	1.83	0	283
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	60061	0.31	0	24
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	327695	1.71	0	258
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	71381	1.87	0	40
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	63133	1.60	0	70
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	65905	0.38	0	131
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	9898	0.23	0	5
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	1656196	3.69	0	561
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	3543922	1.89	0	356
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1060479	5.71	0	1739
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	116067	0.41	0	155
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	31685	0.28	0	17
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	379758	2.52	0	219
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	32956	0.79	0	62
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	643914	3.58	0	342
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	567975	3.44	0	219
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	24247	0.57	0	25
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	45416	0.25	0	32
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	16219	0.16	0	44
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	8542	0.09	0	4
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	2453	0.03	0	2
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrY_KI270740v1_random	37240	1767	0.05	0	2
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	173	0.08	0	1
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	153	0.07	0	1
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270305v1	1472	270	0.18	0	1
chrUn_KI270305v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	1038	0.05	0	2
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	610	0.14	0	2
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	827	0.69	0	6
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270316v1	1444	270	0.19	0	2
chrUn_KI270316v1_region	0	0	0.00	0	0
chrUn_KI270315v1	2276	78	0.03	0	1
chrUn_KI270315v1_region	0	0	0.00	0	0
chrUn_KI270312v1	998	90	0.09	0	1
chrUn_KI270312v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	440	0.04	0	1
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270412v1	1179	359	0.30	0	1
chrUn_KI270412v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	716	0.27	0	2
chrUn_KI270411v1_region	0	0	0.00	0	0
chrUn_KI270414v1	2489	180	0.07	0	1
chrUn_KI270414v1_region	0	0	0.00	0	0
chrUn_KI270418v1	2145	247	0.12	0	1
chrUn_KI270418v1_region	0	0	0.00	0	0
chrUn_KI270420v1	2321	270	0.12	0	1
chrUn_KI270420v1_region	0	0	0.00	0	0
chrUn_KI270424v1	2140	90	0.04	0	1
chrUn_KI270424v1_region	0	0	0.00	0	0
chrUn_KI270417v1	2043	90	0.04	0	1
chrUn_KI270417v1_region	0	0	0.00	0	0
chrUn_KI270422v1	1445	180	0.12	0	1
chrUn_KI270422v1_region	0	0	0.00	0	0
chrUn_KI270423v1	981	241	0.25	0	2
chrUn_KI270423v1_region	0	0	0.00	0	0
chrUn_KI270425v1	1884	450	0.24	0	2
chrUn_KI270425v1_region	0	0	0.00	0	0
