chrom	length	bases	mean	min	max
chr1	248956422	1033859630	4.15	0	1527
chr1_region	4728181	509949742	107.85	0	1527
chr2	242193529	684931895	2.83	0	1558
chr2_region	3365782	308494561	91.66	0	1558
chr3	198295559	569939788	2.87	0	1770
chr3_region	2638027	262931023	99.67	0	1770
chr4	190214555	411029568	2.16	0	1252
chr4_region	1796579	179919045	100.15	0	1252
chr5	181538259	458412335	2.53	0	1075
chr5_region	2085904	204766449	98.17	0	1075
chr6	170805979	550994970	3.23	0	1660
chr6_region	2346319	270692248	115.37	0	1576
chr7	159345973	501216412	3.15	0	1984
chr7_region	2210246	227795178	103.06	0	1984
chr8	145138636	358178219	2.47	0	950
chr8_region	1566502	150494336	96.07	0	950
chr9	138394717	436440210	3.15	0	1146
chr9_region	1873735	202621339	108.14	0	1081
chr10	133797422	475765582	3.56	0	912
chr10_region	1828952	217609516	118.98	0	912
chr11	135086622	540565021	4.00	0	1132
chr11_region	2653682	275798353	103.93	0	1132
chr12	133275309	540971494	4.06	0	1624
chr12_region	2445531	272189003	111.30	0	1624
chr13	114364328	227387414	1.99	0	1001
chr13_region	828312	97100457	117.23	0	1001
chr14	107043718	308627819	2.88	0	1925
chr14_region	1508410	149523350	99.13	0	1925
chr15	101991189	330188616	3.24	0	742
chr15_region	1620590	146677036	90.51	0	693
chr16	90338345	335711181	3.72	0	1837
chr16_region	1975485	159696791	80.84	0	1379
chr17	83257441	498904053	5.99	0	2074
chr17_region	2581394	244422617	94.69	0	1600
chr18	80373285	174319604	2.17	0	758
chr18_region	691497	73474902	106.25	0	758
chr19	58617616	424163435	7.24	0	1148
chr19_region	2891894	234909828	81.23	0	1148
chr20	64444167	254530837	3.95	0	800
chr20_region	1136294	118197204	104.02	0	800
chr21	46709983	112147741	2.40	0	1030
chr21_region	462839	46137690	99.68	0	1030
chr22	50818468	185361654	3.65	0	1056
chr22_region	989969	83201075	84.04	0	1056
chrX	156040895	251064380	1.61	0	1578
chrX_region	0	0	0.00	0	0
chrY	57227415	36734725	0.64	0	1119
chrY_region	0	0	0.00	0	0
chrM	16569	356562	21.52	0	38
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	719893	4.11	0	381
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	14999	0.47	0	5
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	17796	0.14	0	15
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	121102	1.81	0	31
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	8173	0.20	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1955546	46.33	0	1052
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	245254	1.39	0	127
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	369457	9.07	0	226
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	421922	10.11	0	206
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	19276	0.12	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	24183	0.16	0	5
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	995730	6.41	0	943
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	641685	3.06	0	305
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	23053	0.25	0	6
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	20511	0.51	0	48
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	182401	4.79	0	202
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	213140	1.21	0	140
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	244321	6.26	0	354
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	102563	1.02	0	55
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	731100	3.62	0	339
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	762523	3.61	0	258
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	128854	0.66	0	28
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	482593	2.52	0	292
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	97907	2.57	0	57
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	80468	2.03	0	85
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	89413	0.52	0	105
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	23245	0.53	0	6
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	1943725	4.34	0	671
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	3169611	1.69	0	338
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1217505	6.56	0	1934
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	213895	0.76	0	197
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	63159	0.56	0	21
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	539427	3.58	0	339
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	34946	0.84	0	48
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	719500	4.00	0	300
