chrom	length	bases	mean	min	max
chr1	248956422	1231129481	4.95	0	7930
chr1_region	4728181	453018193	95.81	0	1623
chr2	242193529	958332045	3.96	0	1817
chr2_region	3365782	318800393	94.72	0	1817
chr3	198295559	756074709	3.81	0	7046
chr3_region	2638027	243270574	92.22	0	6114
chr4	190214555	630455708	3.31	0	2471
chr4_region	1796579	171178150	95.28	0	840
chr5	181538259	655572501	3.61	0	5118
chr5_region	2085904	199060919	95.43	0	1213
chr6	170805979	672149241	3.94	0	3579
chr6_region	2346319	230814113	98.37	0	3579
chr7	159345973	629090991	3.95	0	2094
chr7_region	2210246	200331006	90.64	0	2094
chr8	145138636	502985309	3.47	0	1588
chr8_region	1566502	135163691	86.28	0	1588
chr9	138394717	518302480	3.75	0	1212
chr9_region	1873735	166395942	88.80	0	1212
chr10	133797422	559329024	4.18	0	2061
chr10_region	1828952	175997154	96.23	0	1109
chr11	135086622	620542853	4.59	0	3573
chr11_region	2653682	240831985	90.75	0	3573
chr12	133275309	591261977	4.44	0	969
chr12_region	2445531	221568857	90.60	0	969
chr13	114364328	319775794	2.80	0	2385
chr13_region	828312	74556424	90.01	0	899
chr14	107043718	390083175	3.64	0	2328
chr14_region	1508410	140510943	93.15	0	2103
chr15	101991189	414678657	4.07	0	1747
chr15_region	1620590	148123605	91.40	0	1747
chr16	90338345	442703844	4.90	0	2709
chr16_region	1975485	163769406	82.90	0	1013
chr17	83257441	524837273	6.30	0	1664
chr17_region	2581394	218790923	84.76	0	1427
chr18	80373285	263028054	3.27	0	1220
chr18_region	691497	64303834	92.99	0	822
chr19	58617616	419492532	7.16	0	1656
chr19_region	2891894	220975728	76.41	0	1656
chr20	64444167	289536303	4.49	0	1237
chr20_region	1136294	95163653	83.75	0	1237
chr21	46709983	159172622	3.41	0	1879
chr21_region	462839	39605805	85.57	0	607
chr22	50818468	204722022	4.03	0	1645
chr22_region	989969	73926015	74.68	0	1217
chrX	156040895	330676042	2.12	0	2494
chrX_region	0	0	0.00	0	0
chrY	57227415	65628344	1.15	0	1546
chrY_region	0	0	0.00	0	0
chrM	16569	1297419	78.30	0	153
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	907912	5.19	0	318
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	95206	2.97	0	11
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	309295	2.42	0	15
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	2060604	30.82	0	495
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	92014	2.29	0	13
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2980176	70.60	0	964
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	673055	3.82	0	289
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	480858	11.80	0	308
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	212225	5.09	0	112
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	331459	2.05	0	16
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	296643	1.93	0	15
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	895861	5.76	0	242
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	1132882	5.40	0	289
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	243226	2.62	0	15
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	174483	4.36	0	228
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	214405	5.63	0	165
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	995973	5.63	0	370
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	284373	7.28	0	221
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	192514	1.92	0	52
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	1074001	5.32	0	282
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	6566118	31.09	0	1174
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	374766	1.93	0	17
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	1176546	6.14	0	117
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	353941	9.29	0	552
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	443264	11.21	0	414
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	747405	4.33	0	329
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	287310	6.57	0	274
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	1492288	3.33	0	360
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	6637915	3.54	0	486
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1525934	8.22	0	539
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	3092928	11.01	0	2873
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	716083	6.36	0	180
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	597772	3.97	0	367
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	215617	5.19	0	325
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	4747325	26.41	0	2235
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	710776	4.31	0	440
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	421168	9.84	0	457
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	1244126	6.84	0	436
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	364872	3.51	0	867
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	245327	2.47	0	44
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	70919	0.96	0	8
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrY_KI270740v1_random	37240	31687	0.85	0	6
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	3949	1.74	0	8
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	12977	5.99	0	21
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	11342	5.84	0	37
chrUn_KI270303v1_region	0	0	0.00	0	0
