chrom	length	bases	mean	min	max
chr1	248956422	885154814	3.56	0	1530
chr1_region	4728181	460694090	97.44	0	1530
chr2	242193529	575148012	2.37	0	1498
chr2_region	3365782	281315681	83.58	0	1498
chr3	198295559	478951574	2.42	0	1763
chr3_region	2638027	239289823	90.71	0	1763
chr4	190214555	339861829	1.79	0	1163
chr4_region	1796579	163092182	90.78	0	1163
chr5	181538259	383953205	2.11	0	970
chr5_region	2085904	187838001	90.05	0	970
chr6	170805979	466627541	2.73	0	1592
chr6_region	2346319	244831799	104.35	0	1494
chr7	159345973	420984749	2.64	0	2404
chr7_region	2210246	205713411	93.07	0	2404
chr8	145138636	291158497	2.01	0	886
chr8_region	1566502	135611195	86.57	0	886
chr9	138394717	378335630	2.73	0	1264
chr9_region	1873735	184777166	98.61	0	1264
chr10	133797422	405506606	3.03	0	804
chr10_region	1828952	198881623	108.74	0	804
chr11	135086622	461674464	3.42	0	1068
chr11_region	2653682	250024323	94.22	0	1068
chr12	133275309	466889272	3.50	0	1561
chr12_region	2445531	247658345	101.27	0	1561
chr13	114364328	189266855	1.65	0	962
chr13_region	828312	89053021	107.51	0	962
chr14	107043718	262984949	2.46	0	1696
chr14_region	1508410	136742993	90.65	0	1696
chr15	101991189	286308936	2.81	0	678
chr15_region	1620590	135669705	83.72	0	678
chr16	90338345	282832248	3.13	0	1607
chr16_region	1975485	144266924	73.03	0	1243
chr17	83257441	433061813	5.20	0	1581
chr17_region	2581394	222941035	86.36	0	1581
chr18	80373285	141431013	1.76	0	683
chr18_region	691497	66638742	96.37	0	683
chr19	58617616	363608937	6.20	0	844
chr19_region	2891894	208094642	71.96	0	844
chr20	64444167	213480348	3.31	0	810
chr20_region	1136294	107551044	94.65	0	810
chr21	46709983	94098898	2.01	0	901
chr21_region	462839	42135527	91.04	0	901
chr22	50818468	157207259	3.09	0	1009
chr22_region	989969	75783306	76.55	0	1009
chrX	156040895	212206493	1.36	0	1308
chrX_region	0	0	0.00	0	0
chrY	57227415	28685600	0.50	0	992
chrY_region	0	0	0.00	0	0
chrM	16569	1189400	71.78	0	106
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	630640	3.60	0	330
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	8716	0.27	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	12334	0.10	0	10
