chrom	length	bases	mean	min	max
chr1	248956422	787508036	3.16	0	2168
chr1_region	4728181	546693639	115.62	0	2168
chr2	242193529	530997829	2.19	0	2010
chr2_region	3365782	394939563	117.34	0	2010
chr3	198295559	401329176	2.02	0	5781
chr3_region	2638027	297836745	112.90	0	5781
chr4	190214555	288241164	1.52	0	1402
chr4_region	1796579	210598990	117.22	0	1237
chr5	181538259	328494936	1.81	0	1565
chr5_region	2085904	243067041	116.53	0	1565
chr6	170805979	375819778	2.20	0	2862
chr6_region	2346319	281761622	120.09	0	2862
chr7	159345973	334356135	2.10	0	1966
chr7_region	2210246	239531964	108.37	0	1581
chr8	145138636	225896522	1.56	0	1528
chr8_region	1566502	163813526	104.57	0	1469
chr9	138394717	291509325	2.11	0	1606
chr9_region	1873735	199411919	106.42	0	1606
chr10	133797422	302487569	2.26	0	1297
chr10_region	1828952	215037903	117.57	0	1297
chr11	135086622	376122276	2.78	0	3103
chr11_region	2653682	285320493	107.52	0	3103
chr12	133275309	368580401	2.77	0	1409
chr12_region	2445531	274668435	112.31	0	1409
chr13	114364328	132506451	1.16	0	1326
chr13_region	828312	93580039	112.98	0	860
chr14	107043718	226704645	2.12	0	1699
chr14_region	1508410	167264089	110.89	0	1681
chr15	101991189	258128510	2.53	0	2125
chr15_region	1620590	179215058	110.59	0	2125
chr16	90338345	267736626	2.96	0	1083
chr16_region	1975485	194711162	98.56	0	1083
chr17	83257441	401092740	4.82	0	3174
chr17_region	2581394	267819630	103.75	0	1733
chr18	80373285	107420349	1.34	0	1190
chr18_region	691497	78237693	113.14	0	1190
chr19	58617616	334769699	5.71	0	2272
chr19_region	2891894	260153157	89.96	0	2272
chr20	64444167	150661589	2.34	0	1625
chr20_region	1136294	111770701	98.36	0	1625
chr21	46709983	71944304	1.54	0	1015
chr21_region	462839	47668761	102.99	0	750
chr22	50818468	122702173	2.41	0	1541
chr22_region	989969	85438167	86.30	0	1541
chrX	156040895	183350124	1.18	0	1742
chrX_region	0	0	0.00	0	0
chrY	57227415	23444775	0.41	0	933
chrY_region	0	0	0.00	0	0
chrM	16569	162553	9.81	0	46
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	404162	2.31	0	561
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	649	0.02	0	1
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	4017	0.03	0	14
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	23271	0.35	0	21
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	578	0.01	0	6
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	3991871	94.57	0	1660
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	208070	1.18	0	285
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	270534	6.64	0	324
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	192020	4.60	0	166
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	1046	0.01	0	1
chr2_KI270715v1_random_region	0	0	0.00	0	0
