chrom	length	bases	mean	min	max
chr1	248956422	381200976	1.53	0	1664
chr1_region	4728181	233947751	49.48	0	1532
chr2	242193529	278778316	1.15	0	1428
chr2_region	3365782	166152536	49.37	0	1196
chr3	198295559	196667581	0.99	0	763
chr3_region	2638027	124313492	47.12	0	763
chr4	190214555	130343060	0.69	0	785
chr4_region	1796579	79092498	44.02	0	785
chr5	181538259	160095533	0.88	0	1052
chr5_region	2085904	97470453	46.73	0	1052
chr6	170805979	155124318	0.91	0	643
chr6_region	2346319	95193824	40.57	0	643
chr7	159345973	170565597	1.07	0	1509
chr7_region	2210246	101408744	45.88	0	1509
chr8	145138636	101542861	0.70	0	1425
chr8_region	1566502	59000581	37.66	0	1425
chr9	138394717	139521229	1.01	0	984
chr9_region	1873735	76386873	40.77	0	984
chr10	133797422	142154851	1.06	0	1659
chr10_region	1828952	78510068	42.93	0	1659
chr11	135086622	176620469	1.31	0	1161
chr11_region	2653682	113046060	42.60	0	1161
chr12	133275309	159866004	1.20	0	976
chr12_region	2445531	101716174	41.59	0	976
chr13	114364328	59195954	0.52	0	403
chr13_region	828312	31925938	38.54	0	379
chr14	107043718	100661367	0.94	0	1591
chr14_region	1508410	63155996	41.87	0	1591
chr15	101991189	121486058	1.19	0	1331
chr15_region	1620590	71325229	44.01	0	1331
chr16	90338345	137796336	1.53	0	1198
chr16_region	1975485	83909638	42.48	0	1198
chr17	83257441	186052332	2.23	0	1100
chr17_region	2581394	111683367	43.26	0	1027
chr18	80373285	48835831	0.61	0	473
chr18_region	691497	27409679	39.64	0	425
chr19	58617616	153425407	2.62	0	1902
chr19_region	2891894	103742080	35.87	0	1902
chr20	64444167	74198773	1.15	0	392
chr20_region	1136294	43808523	38.55	0	392
chr21	46709983	34498609	0.74	0	465
chr21_region	462839	17299759	37.38	0	433
chr22	50818468	75317301	1.48	0	1492
chr22_region	989969	39582665	39.98	0	875
chrX	156040895	216003508	1.38	0	1974
chrX_region	0	0	0.00	0	0
chrY	57227415	611320	0.01	0	159
chrY_region	0	0	0.00	0	0
chrM	16569	628895	37.96	0	1083
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	50528	0.29	0	104
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	2813	0.09	0	2
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	28548	0.22	0	31
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	54201	0.81	0	43
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	1772	0.04	0	1
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	806471	19.11	0	1269
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	129232	0.73	0	102
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	400042	9.82	0	512
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	139795	3.35	0	122
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	3725	0.02	0	2
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	3508	0.02	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	48328	0.31	0	33
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	64967	0.31	0	82
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	4330	0.05	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	21414	0.53	0	40
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	77111	2.03	0	240
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	119156	0.67	0	243
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	99928	2.56	0	226
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	49583	0.49	0	27
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	63688	0.32	0	98
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	183658	0.87	0	38
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	64961	0.33	0	34
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	152604	0.80	0	247
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	27019	0.71	0	20
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	29599	0.75	0	36
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	73640	0.43	0	108
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	15402	0.35	0	52
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	1011325	2.26	0	500
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	1317461	0.70	0	300
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	134678	0.73	0	167
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	139952	0.50	0	211
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	23282	0.21	0	9
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	624735	4.14	0	480
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	4752	0.11	0	2
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	162701	0.91	0	81
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	677266	4.10	0	505
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	16727	0.39	0	38
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	45982	0.25	0	29
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	16153	0.16	0	47
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	11621	0.12	0	20
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	1184	0.02	0	1
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	111	0.05	0	1
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	152	0.08	0	1
chrUn_KI270303v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	365	0.02	0	2
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	860	0.19	0	2
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	136	0.11	0	1
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	191	0.02	0	1
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270414v1	2489	330	0.13	0	2
chrUn_KI270414v1_region	0	0	0.00	0	0
chrUn_KI270418v1	2145	272	0.13	0	1
chrUn_KI270418v1_region	0	0	0.00	0	0
chrUn_KI270420v1	2321	248	0.11	0	2
chrUn_KI270420v1_region	0	0	0.00	0	0
chrUn_KI270417v1	2043	106	0.05	0	1
chrUn_KI270417v1_region	0	0	0.00	0	0
chrUn_KI270422v1	1445	137	0.09	0	1
chrUn_KI270422v1_region	0	0	0.00	0	0
chrUn_KI270425v1	1884	120	0.06	0	1
chrUn_KI270425v1_region	0	0	0.00	0	0
chrUn_KI270429v1	1361	192	0.14	0	1
chrUn_KI270429v1_region	0	0	0.00	0	0
chrUn_KI270442v1	392061	187566	0.48	0	287
chrUn_KI270442v1_region	0	0	0.00	0	0
chrUn_KI270466v1	1233	1338	1.09	0	3
chrUn_KI270466v1_region	0	0	0.00	0	0
chrUn_KI270465v1	1774	123	0.07	0	1
chrUn_KI270465v1_region	0	0	0.00	0	0
chrUn_KI270467v1	3920	4508	1.15	0	7
chrUn_KI270467v1_region	0	0	0.00	0	0
chrUn_KI270435v1	92983	5043	0.05	0	9
chrUn_KI270435v1_region	0	0	0.00	0	0
chrUn_KI270438v1	112505	322279	2.86	0	171
chrUn_KI270438v1_region	0	0	0.00	0	0
chrUn_KI270468v1	4055	182	0.04	0	1
chrUn_KI270468v1_region	0	0	0.00	0	0
chrUn_KI270510v1	2415	85	0.04	0	1
chrUn_KI270510v1_region	0	0	0.00	0	0
chrUn_KI270518v1	2186	126	0.06	0	1
chrUn_KI270518v1_region	0	0	0.00	0	0
chrUn_KI270508v1	1951	440	0.23	0	2
chrUn_KI270508v1_region	0	0	0.00	0	0
chrUn_KI270516v1	1300	192	0.15	0	2
chrUn_KI270516v1_region	0	0	0.00	0	0
