chrom	length	bases	mean	min	max
chr1	248956422	1033983952	4.15	0	1644
chr1_region	4728181	514319465	108.78	0	1644
chr2	242193529	703498845	2.90	0	1534
chr2_region	3365782	328438818	97.58	0	1534
chr3	198295559	575306938	2.90	0	1861
chr3_region	2638027	273112574	103.53	0	1861
chr4	190214555	426621207	2.24	0	1101
chr4_region	1796579	196631247	109.45	0	1101
chr5	181538259	467574354	2.58	0	935
chr5_region	2085904	216959955	104.01	0	935
chr6	170805979	560539721	3.28	0	1605
chr6_region	2346319	280161110	119.40	0	1564
chr7	159345973	495563237	3.11	0	1600
chr7_region	2210246	231199385	104.60	0	1600
chr8	145138636	356219998	2.45	0	1129
chr8_region	1566502	158005317	100.87	0	1129
chr9	138394717	440464898	3.18	0	1347
chr9_region	1873735	205974644	109.93	0	1167
chr10	133797422	484911784	3.62	0	887
chr10_region	1828952	227417392	124.34	0	887
chr11	135086622	528145838	3.91	0	1170
chr11_region	2653682	272464248	102.67	0	1170
chr12	133275309	554750638	4.16	0	1602
chr12_region	2445531	281446221	115.09	0	1602
chr13	114364328	233619942	2.04	0	1153
chr13_region	828312	106205096	128.22	0	1153
chr14	107043718	310624145	2.90	0	1657
chr14_region	1508410	154853388	102.66	0	1657
chr15	101991189	336235894	3.30	0	860
chr15_region	1620590	152867203	94.33	0	782
chr16	90338345	313684836	3.47	0	1625
chr16_region	1975485	151253834	76.57	0	1365
chr17	83257441	480113680	5.77	0	1613
chr17_region	2581394	235090912	91.07	0	1613
chr18	80373285	174283960	2.17	0	868
chr18_region	691497	77850685	112.58	0	868
chr19	58617616	374179565	6.38	0	1036
chr19_region	2891894	207424266	71.73	0	1036
chr20	64444167	240361562	3.73	0	874
chr20_region	1136294	114094022	100.41	0	874
chr21	46709983	109170681	2.34	0	1054
chr21_region	462839	46896972	101.32	0	1054
chr22	50818468	165203666	3.25	0	1036
chr22_region	989969	75240690	76.00	0	1036
chrX	156040895	465702011	2.98	0	2928
chrX_region	0	0	0.00	0	0
chrY	57227415	1229046	0.02	0	482
chrY_region	0	0	0.00	0	0
chrM	16569	834041	50.34	0	92
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	757479	4.33	0	394
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	8811	0.28	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	60531	0.47	0	31
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	115777	1.73	0	34
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	12741	0.32	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2577624	61.07	0	1335
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	230833	1.31	0	125
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	290235	7.12	0	154
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	332160	7.96	0	172
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	8890	0.06	0	2
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	11559	0.08	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1075153	6.92	0	992
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	672916	3.21	0	383
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	10472	0.11	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	15705	0.39	0	28
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	228225	6.00	0	341
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	143082	0.81	0	97
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	282627	7.24	0	359
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	74357	0.74	0	51
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	841745	4.17	0	435
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	376121	1.78	0	248
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	118674	0.61	0	38
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	371020	1.94	0	250
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	77880	2.04	0	64
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	134151	3.39	0	155
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	89391	0.52	0	161
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	6871	0.16	0	3
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	2124971	4.74	0	759
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	3011836	1.61	0	455
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1071616	5.77	0	1856
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	143468	0.51	0	199
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	33935	0.30	0	11
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	300505	1.99	0	238
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	47174	1.14	0	70
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	612991	3.41	0	176
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	486942	2.95	0	179
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	31325	0.73	0	26
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	79428	0.44	0	34
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	15725	0.15	0	44
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	14416	0.15	0	4
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	2593	0.04	0	2
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	305	0.16	0	1
chrUn_KI270303v1_region	0	0	0.00	0	0
chrUn_KI270305v1	1472	720	0.49	0	3
chrUn_KI270305v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	795	0.04	0	3
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	1708	0.39	0	4
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	962	0.80	0	5
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270315v1	2276	359	0.16	0	2
chrUn_KI270315v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	180	0.01	0	1
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270412v1	1179	179	0.15	0	1
chrUn_KI270412v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	340	0.13	0	1
chrUn_KI270411v1_region	0	0	0.00	0	0
chrUn_KI270414v1	2489	720	0.29	0	2
chrUn_KI270414v1_region	0	0	0.00	0	0
chrUn_KI270418v1	2145	180	0.08	0	1
chrUn_KI270418v1_region	0	0	0.00	0	0
chrUn_KI270420v1	2321	146	0.06	0	1
chrUn_KI270420v1_region	0	0	0.00	0	0
chrUn_KI270417v1	2043	180	0.09	0	1
chrUn_KI270417v1_region	0	0	0.00	0	0
chrUn_KI270423v1	981	178	0.18	0	1
chrUn_KI270423v1_region	0	0	0.00	0	0
chrUn_KI270429v1	1361	180	0.13	0	1
chrUn_KI270429v1_region	0	0	0.00	0	0
chrUn_KI270442v1	392061	483571	1.23	0	251
chrUn_KI270442v1_region	0	0	0.00	0	0
chrUn_KI270466v1	1233	14441	11.71	0	32
chrUn_KI270466v1_region	0	0	0.00	0	0
chrUn_KI270465v1	1774	2351	1.33	0	7
chrUn_KI270465v1_region	0	0	0.00	0	0
chrUn_KI270467v1	3920	52380	13.36	0	50
chrUn_KI270467v1_region	0	0	0.00	0	0
chrUn_KI270435v1	92983	17294	0.19	0	20
chrUn_KI270435v1_region	0	0	0.00	0	0
chrUn_KI270438v1	112505	267362	2.38	0	118
chrUn_KI270438v1_region	0	0	0.00	0	0
chrUn_KI270468v1	4055	1240	0.31	0	2
chrUn_KI270468v1_region	0	0	0.00	0	0
chrUn_KI270510v1	2415	429	0.18	0	1
chrUn_KI270510v1_region	0	0	0.00	0	0
chrUn_KI270509v1	2318	710	0.31	0	1
chrUn_KI270509v1_region	0	0	0.00	0	0
chrUn_KI270518v1	2186	847	0.39	0	3
chrUn_KI270518v1_region	0	0	0.00	0	0
chrUn_KI270508v1	1951	1980	1.01	0	3
chrUn_KI270508v1_region	0	0	0.00	0	0
chrUn_KI270516v1	1300	90	0.07	0	1
chrUn_KI270516v1_region	0	0	0.00	0	0
chrUn_KI270512v1	22689	5705	0.25	0	5
chrUn_KI270512v1_region	0	0	0.00	0	0
chrUn_KI270519v1	138126	27788	0.20	0	11
chrUn_KI270519v1_region	0	0	0.00	0	0
chrUn_KI270522v1	5674	540	0.10	0	1
chrUn_KI270522v1_region	0	0	0.00	0	0
chrUn_KI270511v1	8127	607	0.07	0	1
chrUn_KI270511v1_region	0	0	0.00	0	0
chrUn_KI270515v1	6361	1905	0.30	0	3
chrUn_KI270515v1_region	0	0	0.00	0	0
chrUn_KI270507v1	5353	2108	0.39	0	4
chrUn_KI270507v1_region	0	0	0.00	0	0
chrUn_KI270517v1	3253	1011	0.31	0	2
chrUn_KI270517v1_region	0	0	0.00	0	0
chrUn_KI270529v1	1899	90	0.05	0	1
chrUn_KI270529v1_region	0	0	0.00	0	0
chrUn_KI270528v1	2983	160	0.05	0	1
chrUn_KI270528v1_region	0	0	0.00	0	0
chrUn_KI270530v1	2168	331	0.15	0	1
chrUn_KI270530v1_region	0	0	0.00	0	0
chrUn_KI270538v1	91309	16825	0.18	0	6
chrUn_KI270538v1_region	0	0	0.00	0	0
chrUn_KI270583v1	1400	630	0.45	0	2
chrUn_KI270583v1_region	0	0	0.00	0	0
chrUn_KI270587v1	2969	2245	0.76	0	3
chrUn_KI270587v1_region	0	0	0.00	0	0
chrUn_KI270580v1	1553	540	0.35	0	2
chrUn_KI270580v1_region	0	0	0.00	0	0
chrUn_KI270581v1	7046	1247	0.18	0	2
chrUn_KI270581v1_region	0	0	0.00	0	0
chrUn_KI270579v1	31033	1831	0.06	0	1
chrUn_KI270579v1_region	0	0	0.00	0	0
