chrom	length	bases	mean	min	max
chr1	248956422	818817689	3.29	0	1569
chr1_region	4728181	409370018	86.58	0	1569
chr2	242193529	544403362	2.25	0	1560
chr2_region	3365782	251788344	74.81	0	1288
chr3	198295559	450777298	2.27	0	1363
chr3_region	2638027	213143262	80.80	0	1363
chr4	190214555	325923245	1.71	0	1062
chr4_region	1796579	146825333	81.72	0	1062
chr5	181538259	362409721	2.00	0	878
chr5_region	2085904	167557424	80.33	0	878
chr6	170805979	436203604	2.55	0	1403
chr6_region	2346319	217444587	92.67	0	1310
chr7	159345973	393770778	2.47	0	1712
chr7_region	2210246	183235447	82.90	0	1712
chr8	145138636	277879886	1.91	0	718
chr8_region	1566502	121659886	77.66	0	718
chr9	138394717	346809012	2.51	0	1009
chr9_region	1873735	162897226	86.94	0	1009
chr10	133797422	378869189	2.83	0	707
chr10_region	1828952	176363036	96.43	0	707
chr11	135086622	425427815	3.15	0	855
chr11_region	2653682	220915110	83.25	0	855
chr12	133275309	432823311	3.25	0	1620
chr12_region	2445531	220248406	90.06	0	1320
chr13	114364328	179665532	1.57	0	822
chr13_region	828312	79466938	95.94	0	822
chr14	107043718	241572408	2.26	0	1344
chr14_region	1508410	119872599	79.47	0	1344
chr15	101991189	268047280	2.63	0	608
chr15_region	1620590	120997637	74.66	0	608
chr16	90338345	260708373	2.89	0	1405
chr16_region	1975485	126856005	64.22	0	1076
chr17	83257441	393584839	4.73	0	1232
chr17_region	2581394	196618131	76.17	0	1232
chr18	80373285	134524170	1.67	0	649
chr18_region	691497	58996828	85.32	0	649
chr19	58617616	330802233	5.64	0	718
chr19_region	2891894	184115821	63.67	0	718
chr20	64444167	196171513	3.04	0	698
chr20_region	1136294	94088610	82.80	0	698
chr21	46709983	88809498	1.90	0	793
chr21_region	462839	37483421	80.99	0	793
chr22	50818468	143882266	2.83	0	851
chr22_region	989969	66336121	67.01	0	851
chrX	156040895	367840443	2.36	0	2522
chrX_region	0	0	0.00	0	0
chrY	57227415	1230249	0.02	0	399
chrY_region	0	0	0.00	0	0
chrM	16569	1480784	89.37	0	138
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	584065	3.34	0	267
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	12113	0.38	0	5
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	66930	0.52	0	35
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	300823	4.50	0	153
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	16654	0.41	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1273473	30.17	0	726
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	236381	1.34	0	117
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	267469	6.56	0	152
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	184012	4.41	0	94
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	15843	0.10	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	17414	0.11	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	697773	4.49	0	645
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	564242	2.69	0	297
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	19634	0.21	0	3
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	12684	0.32	0	18
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	150032	3.94	0	230
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	143039	0.81	0	93
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	212220	5.43	0	245
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	75243	0.75	0	61
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	592575	2.94	0	305
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	476496	2.26	0	158
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	107097	0.55	0	25
chr14_KI270722v1_random_region	0	0	0.00	0	0
