chrom	length	bases	mean	min	max
chr1	248956422	714204909	2.87	0	3509
chr1_region	4728181	231540641	48.97	0	1057
chr2	242193529	571579019	2.36	0	1376
chr2_region	3365782	160344185	47.64	0	575
chr3	198295559	455343200	2.30	0	4866
chr3_region	2638027	123799401	46.93	0	3747
chr4	190214555	380188160	2.00	0	1618
chr4_region	1796579	81001485	45.09	0	474
chr5	181538259	393257376	2.17	0	4475
chr5_region	2085904	98634351	47.29	0	515
chr6	170805979	400693164	2.35	0	1586
chr6_region	2346319	115132126	49.07	0	1586
chr7	159345973	378905340	2.38	0	1531
chr7_region	2210246	102487058	46.37	0	1166
chr8	145138636	305805734	2.11	0	1030
chr8_region	1566502	67937269	43.37	0	1030
chr9	138394717	306158605	2.21	0	558
chr9_region	1873735	84772432	45.24	0	558
chr10	133797422	329476587	2.46	0	2039
chr10_region	1828952	86657781	47.38	0	388
chr11	135086622	364409881	2.70	0	1949
chr11_region	2653682	123925185	46.70	0	1949
chr12	133275309	352704941	2.65	0	469
chr12_region	2445531	116374468	47.59	0	469
chr13	114364328	193652511	1.69	0	1768
chr13_region	828312	35072580	42.34	0	351
chr14	107043718	227419373	2.12	0	510
chr14_region	1508410	71930261	47.69	0	510
chr15	101991189	243459315	2.39	0	596
chr15_region	1620590	77158792	47.61	0	596
chr16	90338345	260899574	2.89	0	1224
chr16_region	1975485	89651860	45.38	0	410
chr17	83257441	311774922	3.74	0	1226
chr17_region	2581394	122008124	47.26	0	583
chr18	80373285	157271501	1.96	0	1119
chr18_region	691497	30806554	44.55	0	592
chr19	58617616	258093439	4.40	0	608
chr19_region	2891894	125772620	43.49	0	608
chr20	64444167	172281910	2.67	0	870
chr20_region	1136294	48680728	42.84	0	532
chr21	46709983	97374208	2.08	0	1481
chr21_region	462839	20283142	43.82	0	324
chr22	50818468	125134198	2.46	0	1272
chr22_region	989969	41899914	42.32	0	440
chrX	156040895	187976808	1.20	0	824
chrX_region	0	0	0.00	0	0
chrY	57227415	42382492	0.74	0	1639
chrY_region	0	0	0.00	0	0
chrM	16569	9383653	566.34	0	793
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	605091	3.46	0	143
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	57986	1.81	0	9
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	213085	1.67	0	17
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	1452643	21.73	0	461
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	86676	2.16	0	10
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2586685	61.28	0	1271
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	432309	2.46	0	162
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	368241	9.04	0	239
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	169802	4.07	0	70
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	234723	1.45	0	10
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	211620	1.38	0	14
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	648150	4.17	0	226
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	754443	3.60	0	182
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	171447	1.85	0	13
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	92435	2.31	0	112
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	121179	3.18	0	114
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	447671	2.53	0	149
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	156688	4.01	0	109
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	140158	1.40	0	51
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	634148	3.14	0	126
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	6460863	30.60	0	1295
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	300288	1.55	0	11
