chrom	length	bases	mean	min	max
chr1	248956422	2966587900	11.92	0	5441
chr1_region	4728181	1349857024	285.49	0	5441
chr2	242193529	2081133809	8.59	0	10262
chr2_region	3365782	993959201	295.31	0	3603
chr3	198295559	1538976422	7.76	0	23144
chr3_region	2638027	717440961	271.96	0	23144
chr4	190214555	1233944056	6.49	0	4571
chr4_region	1796579	551045818	306.72	0	4571
chr5	181538259	1309972929	7.22	0	4792
chr5_region	2085904	600553528	287.91	0	2140
chr6	170805979	1425449753	8.35	0	8004
chr6_region	2346319	690407480	294.25	0	8004
chr7	159345973	1322987159	8.30	0	18023
chr7_region	2210246	592166536	267.92	0	16340
chr8	145138636	935170950	6.44	0	3190
chr8_region	1566502	401888613	256.55	0	3190
chr9	138394717	1106985492	8.00	0	3343
chr9_region	1873735	475743066	253.90	0	3343
chr10	133797422	1160452058	8.67	0	3364
chr10_region	1828952	514649920	281.39	0	3364
chr11	135086622	1336305803	9.89	0	6610
chr11_region	2653682	674926172	254.34	0	6610
chr12	133275309	1361977554	10.22	0	3100
chr12_region	2445531	666930775	272.71	0	1688
chr13	114364328	577031849	5.05	0	2486
chr13_region	828312	236659676	285.71	0	2486
chr14	107043718	857290860	8.01	0	2918
chr14_region	1508410	417460648	276.76	0	2918
chr15	101991189	988501807	9.69	0	4378
chr15_region	1620590	442857775	273.27	0	4378
chr16	90338345	968488435	10.72	0	2379
chr16_region	1975485	461107874	233.42	0	2369
chr17	83257441	1351580529	16.23	0	3387
chr17_region	2581394	637757202	247.06	0	2842
chr18	80373285	459141763	5.71	0	2655
chr18_region	691497	193472740	279.79	0	2471
chr19	58617616	1155340988	19.71	0	4729
chr19_region	2891894	656068107	226.86	0	4729
chr20	64444167	553883927	8.59	0	2354
chr20_region	1136294	249497213	219.57	0	1631
chr21	46709983	304081436	6.51	0	3937
chr21_region	462839	114880530	248.21	0	1197
chr22	50818468	442206568	8.70	0	2329
chr22_region	989969	192460717	194.41	0	1392
chrX	156040895	680136080	4.36	0	5242
chrX_region	0	0	0.00	0	0
chrY	57227415	126782051	2.22	0	2927
chrY_region	0	0	0.00	0	0
chrM	16569	11050560	666.94	0	1679
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	2803488	16.01	0	1565
