chrom	length	bases	mean	min	max
chr1	248956422	526303261	2.11	0	2183
chr1_region	4728181	332225453	70.26	0	2183
chr2	242193529	378022552	1.56	0	1931
chr2_region	3365782	230587699	68.51	0	1564
chr3	198295559	268056817	1.35	0	1395
chr3_region	2638027	173355070	65.71	0	1395
chr4	190214555	176086917	0.93	0	956
chr4_region	1796579	111126461	61.85	0	956
chr5	181538259	217957472	1.20	0	1408
chr5_region	2085904	138372059	66.34	0	1408
chr6	170805979	208324351	1.22	0	1124
chr6_region	2346319	132746709	56.58	0	1124
chr7	159345973	232936627	1.46	0	1561
chr7_region	2210246	142697994	64.56	0	1373
chr8	145138636	136291242	0.94	0	1441
chr8_region	1566502	83914175	53.57	0	1441
chr9	138394717	194921105	1.41	0	1551
chr9_region	1873735	110253298	58.84	0	1551
chr10	133797422	191747427	1.43	0	2052
chr10_region	1828952	109666068	59.96	0	2038
chr11	135086622	249128186	1.84	0	1505
chr11_region	2653682	164603839	62.03	0	1505
chr12	133275309	216040450	1.62	0	1327
chr12_region	2445531	140773822	57.56	0	1327
chr13	114364328	78149684	0.68	0	639
chr13_region	828312	43684719	52.74	0	525
chr14	107043718	137397140	1.28	0	1392
chr14_region	1508410	88875563	58.92	0	1392
chr15	101991189	168400699	1.65	0	2153
chr15_region	1620590	99852207	61.61	0	2153
chr16	90338345	202668392	2.24	0	1637
chr16_region	1975485	127872318	64.73	0	1637
chr17	83257441	265465337	3.19	0	1428
chr17_region	2581394	162762482	63.05	0	1360
chr18	80373285	64275293	0.80	0	623
chr18_region	691497	37956037	54.89	0	540
chr19	58617616	236521314	4.03	0	2165
chr19_region	2891894	165202201	57.13	0	2165
chr20	64444167	104442800	1.62	0	527
chr20_region	1136294	65072031	57.27	0	514
chr21	46709983	49003609	1.05	0	876
chr21_region	462839	26274956	56.77	0	876
chr22	50818468	108753915	2.14	0	1368
chr22_region	989969	60408300	61.02	0	1129
chrX	156040895	157532266	1.01	0	1269
chrX_region	0	0	0.00	0	0
chrY	57227415	13032209	0.23	0	404
chrY_region	0	0	0.00	0	0
chrM	16569	669757	40.42	0	1310
