chrom	length	bases	mean	min	max
chr1	248956422	1633772463	6.56	0	4377
chr1_region	4728181	923654087	195.35	0	4377
chr2	242193529	1149221558	4.75	0	7907
chr2_region	3365782	686719557	204.03	0	3235
chr3	198295559	841471381	4.24	0	12263
chr3_region	2638027	490079040	185.77	0	12263
chr4	190214555	649158753	3.41	0	1610
chr4_region	1796579	361473408	201.20	0	1610
chr5	181538259	707790178	3.90	0	1560
chr5_region	2085904	408175482	195.68	0	1537
chr6	170805979	782954192	4.58	0	7027
chr6_region	2346319	469326375	200.03	0	7027
chr7	159345973	725672722	4.55	0	6746
chr7_region	2210246	411482543	186.17	0	5436
chr8	145138636	498900312	3.44	0	3301
chr8_region	1566502	274363273	175.14	0	3301
chr9	138394717	616518190	4.45	0	2355
chr9_region	1873735	331488165	176.91	0	2032
chr10	133797422	635013330	4.75	0	1656
chr10_region	1828952	356932489	195.16	0	1656
chr11	135086622	752505713	5.57	0	6695
chr11_region	2653682	467712374	176.25	0	6695
chr12	133275309	745556683	5.59	0	2221
chr12_region	2445531	452952233	185.22	0	1830
chr13	114364328	302836934	2.65	0	1501
chr13_region	828312	158688479	191.58	0	1501
chr14	107043718	470490313	4.40	0	2260
chr14_region	1508410	284511950	188.62	0	2260
chr15	101991189	553289995	5.42	0	2816
chr15_region	1620590	307973531	190.04	0	2816
chr16	90338345	539801388	5.98	0	2324
chr16_region	1975485	320505271	162.24	0	2324
chr17	83257441	764113489	9.18	0	2957
chr17_region	2581394	441721228	171.12	0	1810
chr18	80373285	246564092	3.07	0	1992
chr18_region	691497	133322085	192.80	0	1939
chr19	58617616	647667391	11.05	0	3611
chr19_region	2891894	437618248	151.33	0	3611
chr20	64444167	304214810	4.72	0	1668
chr20_region	1136294	175347435	154.32	0	1668
chr21	46709983	157824188	3.38	0	1930
chr21_region	462839	78639954	169.91	0	1024
chr22	50818468	247003724	4.86	0	1440
chr22_region	989969	138381884	139.78	0	1373
chrX	156040895	381715024	2.45	0	5220
chrX_region	0	0	0.00	0	0
chrY	57227415	59292620	1.04	0	1276
chrY_region	0	0	0.00	0	0
chrM	16569	5892928	355.66	0	826
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	1326566	7.58	0	1196
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	19726	0.62	0	5
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	64273	0.50	0	40
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	359619	5.38	0	92
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	24158	0.60	0	8
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	11495787	272.35	0	4295
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	716707	4.07	0	793
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	533813	13.10	0	595
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	705262	16.91	0	689
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	56513	0.35	0	6
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	60949	0.40	0	5
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1699078	10.93	0	1333
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	1339452	6.39	0	1170
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	55631	0.60	0	10
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	311549	7.78	0	583
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	303294	7.97	0	640
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	686534	3.88	0	563
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	370089	9.48	0	474
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	178590	1.78	0	220
chr11_KI270721v1_random_region	0	0	0.00	0	0
