chrom	length	bases	mean	min	max
chr1	248956422	1209881325	4.86	0	1877
chr1_region	4728181	602647517	127.46	0	1877
chr2	242193529	810346623	3.35	0	1758
chr2_region	3365782	380272731	112.98	0	1758
chr3	198295559	664389068	3.35	0	2083
chr3_region	2638027	316747196	120.07	0	2083
chr4	190214555	489478016	2.57	0	1235
chr4_region	1796579	226893780	126.29	0	1235
chr5	181538259	539779040	2.97	0	1044
chr5_region	2085904	252243409	120.93	0	1044
chr6	170805979	649333126	3.80	0	1901
chr6_region	2346319	325295543	138.64	0	1825
chr7	159345973	578114575	3.63	0	2875
chr7_region	2210246	270257260	122.27	0	2875
chr8	145138636	418408473	2.88	0	1458
chr8_region	1566502	185598277	118.48	0	1458
chr9	138394717	508416895	3.67	0	1282
chr9_region	1873735	238376351	127.22	0	1282
chr10	133797422	559719507	4.18	0	981
chr10_region	1828952	262682192	143.62	0	981
chr11	135086622	616916268	4.57	0	1328
chr11_region	2653682	318442509	120.00	0	1328
chr12	133275309	641793306	4.82	0	1755
chr12_region	2445531	325450481	133.08	0	1755
chr13	114364328	271133802	2.37	0	1325
chr13_region	828312	123100894	148.62	0	1325
chr14	107043718	359624330	3.36	0	1849
chr14_region	1508410	178997408	118.67	0	1849
chr15	101991189	384635096	3.77	0	926
chr15_region	1620590	175503032	108.30	0	926
chr16	90338345	368211471	4.08	0	1789
chr16_region	1975485	177227403	89.71	0	1510
chr17	83257441	560299983	6.73	0	1820
chr17_region	2581394	274235310	106.24	0	1820
chr18	80373285	199246455	2.48	0	1034
chr18_region	691497	89753892	129.80	0	1034
chr19	58617616	454616731	7.76	0	1028
chr19_region	2891894	250266137	86.54	0	1028
chr20	64444167	279989895	4.34	0	1032
chr20_region	1136294	133664224	117.63	0	1032
chr21	46709983	128790436	2.76	0	1392
chr21_region	462839	54612857	118.00	0	1134
chr22	50818468	198159728	3.90	0	1126
chr22_region	989969	89918907	90.83	0	1126
chrX	156040895	288050923	1.85	0	1734
chrX_region	0	0	0.00	0	0
chrY	57227415	41770339	0.73	0	1437
chrY_region	0	0	0.00	0	0
chrM	16569	852071	51.43	0	93
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	1016787	5.81	0	500
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	9592	0.30	0	4
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	19271	0.15	0	15
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	65519	0.98	0	18
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	7371	0.18	0	8
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2197874	52.07	0	1201
chr1_KI270711v1_random_region	0	0	0.00	0	0
