chrom	length	bases	mean	min	max
chr1	248956422	884148372	3.55	0	1664
chr1_region	4728181	452649416	95.73	0	1664
chr2	242193529	584767742	2.41	0	1727
chr2_region	3365782	279195054	82.95	0	1364
chr3	198295559	484005650	2.44	0	2591
chr3_region	2638027	235357195	89.22	0	1545
chr4	190214555	352467508	1.85	0	1109
chr4_region	1796579	163755505	91.15	0	1109
chr5	181538259	390452169	2.15	0	912
chr5_region	2085904	184932896	88.66	0	912
chr6	170805979	472790332	2.77	0	1569
chr6_region	2346319	242187677	103.22	0	1470
chr7	159345973	423790903	2.66	0	1641
chr7_region	2210246	202896772	91.80	0	1641
chr8	145138636	299904228	2.07	0	870
chr8_region	1566502	135481275	86.49	0	870
chr9	138394717	374510340	2.71	0	1167
chr9_region	1873735	179544763	95.82	0	1167
chr10	133797422	405577314	3.03	0	820
chr10_region	1828952	195077541	106.66	0	820
chr11	135086622	456711131	3.38	0	1063
chr11_region	2653682	242527742	91.39	0	1063
chr12	133275309	467200463	3.51	0	1579
chr12_region	2445531	243591804	99.61	0	1486
chr13	114364328	194708949	1.70	0	954
chr13_region	828312	88848180	107.26	0	954
chr14	107043718	263374704	2.46	0	1613
chr14_region	1508410	133910873	88.78	0	1613
chr15	101991189	286903695	2.81	0	707
chr15_region	1620590	132810903	81.95	0	644
chr16	90338345	280009667	3.10	0	1673
chr16_region	1975485	139562186	70.65	0	1229
chr17	83257441	426755131	5.13	0	1382
chr17_region	2581394	216342281	83.81	0	1382
chr18	80373285	143622778	1.79	0	716
chr18_region	691497	65450003	94.65	0	716
chr19	58617616	360969958	6.16	0	983
chr19_region	2891894	204226310	70.62	0	983
chr20	64444167	209263280	3.25	0	757
chr20_region	1136294	103364271	90.97	0	757
chr21	46709983	95571526	2.05	0	874
chr21_region	462839	41105289	88.81	0	829
chr22	50818468	153279801	3.02	0	1001
chr22_region	989969	72221160	72.95	0	1001
chrX	156040895	403267928	2.58	0	2386
chrX_region	0	0	0.00	0	0
chrY	57227415	1376547	0.02	0	503
chrY_region	0	0	0.00	0	0
chrM	16569	1545016	93.25	0	149
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	747321	4.27	0	337
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	13257	0.41	0	5
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	73873	0.58	0	46
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	114157	1.71	0	31
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	17462	0.43	0	5
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1757921	41.65	0	880
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	240455	1.37	0	127
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	361476	8.87	0	182
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	257058	6.16	0	127
chr1_KI270714v1_random_region	0	0	0.00	0	0
