chrom	length	bases	mean	min	max
chr1	248956422	362861718	1.46	0	992
chr1_region	4728181	259603463	54.91	0	992
chr2	242193529	238500276	0.98	0	1098
chr2_region	3365782	181009141	53.78	0	1098
chr3	198295559	184874594	0.93	0	3168
chr3_region	2638027	140249658	53.16	0	3168
chr4	190214555	126469012	0.66	0	830
chr4_region	1796579	94418503	52.55	0	767
chr5	181538259	148734082	0.82	0	1054
chr5_region	2085904	112789328	54.07	0	1054
chr6	170805979	170497884	1.00	0	1698
chr6_region	2346319	130723888	55.71	0	1698
chr7	159345973	153901148	0.97	0	1184
chr7_region	2210246	112726253	51.00	0	1184
chr8	145138636	103707733	0.71	0	1028
chr8_region	1566502	76617507	48.91	0	865
chr9	138394717	135391249	0.98	0	1150
chr9_region	1873735	95296958	50.86	0	1150
chr10	133797422	136978252	1.02	0	793
chr10_region	1828952	99627960	54.47	0	793
chr11	135086622	178811410	1.32	0	2019
chr11_region	2653682	138528908	52.20	0	2019
chr12	133275309	171593650	1.29	0	762
chr12_region	2445531	130782630	53.48	0	762
chr13	114364328	57440896	0.50	0	870
chr13_region	828312	41620288	50.25	0	485
chr14	107043718	106207710	0.99	0	1179
chr14_region	1508410	80273645	53.22	0	1179
chr15	101991189	120021603	1.18	0	805
chr15_region	1620590	85031473	52.47	0	805
chr16	90338345	130725981	1.45	0	618
chr16_region	1975485	97178252	49.19	0	618
chr17	83257441	187991622	2.26	0	1270
chr17_region	2581394	132405328	51.29	0	1270
chr18	80373285	47452588	0.59	0	714
chr18_region	691497	35459108	51.28	0	714
chr19	58617616	168802233	2.88	0	956
chr19_region	2891894	133162431	46.05	0	956
chr20	64444167	72509028	1.13	0	1174
chr20_region	1136294	55112063	48.50	0	1174
chr21	46709983	32833667	0.70	0	484
chr21_region	462839	22625288	48.88	0	399
chr22	50818468	61823991	1.22	0	952
chr22_region	989969	44597361	45.05	0	952
chrX	156040895	161636511	1.04	0	2250
chrX_region	0	0	0.00	0	0
chrY	57227415	482166	0.01	0	186
chrY_region	0	0	0.00	0	0
chrM	16569	59105	3.57	0	12
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	148152	0.85	0	213
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	347	0.01	0	1
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	2875	0.02	0	6
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	12190	0.18	0	17
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	361	0.01	0	1
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1745325	41.35	0	1080
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	105577	0.60	0	133
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	168753	4.14	0	145
chr1_KI270713v1_random_region	0	0	0.00	0	0
