chrom	length	bases	mean	min	max
chr1	248956422	553408006	2.22	0	1806
chr1_region	4728181	329606496	69.71	0	1806
chr2	242193529	432182464	1.78	0	1626
chr2_region	3365782	253549850	75.33	0	1626
chr3	198295559	293265246	1.48	0	1114
chr3_region	2638027	180645097	68.48	0	1114
chr4	190214555	207045906	1.09	0	891
chr4_region	1796579	125082209	69.62	0	891
chr5	181538259	244433695	1.35	0	1266
chr5_region	2085904	146015167	70.00	0	1266
chr6	170805979	232545500	1.36	0	1121
chr6_region	2346319	140252730	59.78	0	1074
chr7	159345973	252042938	1.58	0	1865
chr7_region	2210246	147187749	66.59	0	1865
chr8	145138636	150737199	1.04	0	1546
chr8_region	1566502	86912397	55.48	0	1546
chr9	138394717	202255576	1.46	0	1755
chr9_region	1873735	107124683	57.17	0	1571
chr10	133797422	211823028	1.58	0	2170
chr10_region	1828952	115914248	63.38	0	2157
chr11	135086622	248954404	1.84	0	1305
chr11_region	2653682	155097282	58.45	0	1305
chr12	133275309	234696711	1.76	0	1098
chr12_region	2445531	145339765	59.43	0	1098
chr13	114364328	92978541	0.81	0	777
chr13_region	828312	50054155	60.43	0	609
chr14	107043718	149495382	1.40	0	2111
chr14_region	1508410	91687078	60.78	0	2111
chr15	101991189	177194883	1.74	0	2043
chr15_region	1620590	102154915	63.04	0	2043
chr16	90338345	186216638	2.06	0	1451
chr16_region	1975485	109660554	55.51	0	1451
chr17	83257441	263977487	3.17	0	1711
chr17_region	2581394	152106394	58.92	0	1711
chr18	80373285	74942559	0.93	0	694
chr18_region	691497	42033998	60.79	0	694
chr19	58617616	200079886	3.41	0	1599
chr19_region	2891894	132320390	45.76	0	1599
chr20	64444167	101832101	1.58	0	570
chr20_region	1136294	58686346	51.65	0	458
chr21	46709983	49611196	1.06	0	632
chr21_region	462839	24948621	53.90	0	549
chr22	50818468	99203638	1.95	0	2143
chr22_region	989969	50570801	51.08	0	1054
chrX	156040895	170468728	1.09	0	1252
chrX_region	0	0	0.00	0	0
chrY	57227415	15089992	0.26	0	408
chrY_region	0	0	0.00	0	0
chrM	16569	709854	42.84	0	1203
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	81581	0.47	0	176
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	2816	0.09	0	2
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	76287	0.60	0	52
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	84438	1.26	0	44
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	3393	0.08	0	2
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1155711	27.38	0	2002
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	164599	0.93	0	141
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	312386	7.67	0	365
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	188451	4.52	0	176
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	3298	0.02	0	2
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	4805	0.03	0	1
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	66617	0.43	0	45
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	81085	0.39	0	128
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	3948	0.04	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	37253	0.93	0	80
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	143213	3.76	0	407
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	126879	0.72	0	264
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	180546	4.62	0	402
chr9_KI270720v1_random_region	0	0	0.00	0	0
