chrom	length	bases	mean	min	max
chr1	248956422	844437062	3.39	0	1424
chr1_region	4728181	428054717	90.53	0	1424
chr2	242193529	552696712	2.28	0	1591
chr2_region	3365782	264652783	78.63	0	1371
chr3	198295559	458205765	2.31	0	1527
chr3_region	2638027	223107447	84.57	0	1527
chr4	190214555	333942175	1.76	0	1254
chr4_region	1796579	157209886	87.51	0	1254
chr5	181538259	368517235	2.03	0	939
chr5_region	2085904	175967831	84.36	0	939
chr6	170805979	448469422	2.63	0	1500
chr6_region	2346319	229961528	98.01	0	1372
chr7	159345973	398733327	2.50	0	1401
chr7_region	2210246	190318985	86.11	0	1401
chr8	145138636	281722252	1.94	0	800
chr8_region	1566502	128759676	82.20	0	800
chr9	138394717	354720636	2.56	0	1074
chr9_region	1873735	170219718	90.85	0	1074
chr10	133797422	386440906	2.89	0	805
chr10_region	1828952	185094371	101.20	0	805
chr11	135086622	437967281	3.24	0	983
chr11_region	2653682	231747139	87.33	0	983
chr12	133275309	445299408	3.34	0	1323
chr12_region	2445531	229795679	93.97	0	1323
chr13	114364328	183492862	1.60	0	933
chr13_region	828312	84740363	102.30	0	933
chr14	107043718	246012472	2.30	0	1515
chr14_region	1508410	124554211	82.57	0	1515
chr15	101991189	271189752	2.66	0	641
chr15_region	1620590	125131106	77.21	0	641
chr16	90338345	264574825	2.93	0	1651
chr16_region	1975485	131509793	66.57	0	1148
chr17	83257441	404111848	4.85	0	1370
chr17_region	2581394	202008463	78.26	0	1370
chr18	80373285	135435878	1.69	0	688
chr18_region	691497	62468551	90.34	0	648
chr19	58617616	343072705	5.85	0	876
chr19_region	2891894	191751363	66.31	0	876
chr20	64444167	199259325	3.09	0	697
chr20_region	1136294	97936876	86.19	0	697
chr21	46709983	90636348	1.94	0	966
chr21_region	462839	39065082	84.40	0	807
chr22	50818468	144811025	2.85	0	823
chr22_region	989969	68085490	68.78	0	823
chrX	156040895	205227482	1.32	0	1163
chrX_region	0	0	0.00	0	0
chrY	57227415	29242794	0.51	0	968
chrY_region	0	0	0.00	0	0
chrM	16569	285946	17.26	0	35
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	629186	3.59	0	325
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	9052	0.28	0	5
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	57322	0.45	0	40
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	43683	0.65	0	12
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	7975	0.20	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1674037	39.66	0	924
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	197606	1.12	0	100
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	351949	8.64	0	170
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	281018	6.74	0	128
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	15805	0.10	0	2
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	15039	0.10	0	3
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	810568	5.22	0	737
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	395251	1.88	0	290
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	15620	0.17	0	4
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	9724	0.24	0	14
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	156752	4.12	0	218
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	160445	0.91	0	121
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	241172	6.18	0	294
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	68643	0.68	0	45
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	674360	3.34	0	337
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	378562	1.79	0	200
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	92784	0.48	0	35
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	208623	1.09	0	150
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	80479	2.11	0	53
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	109922	2.78	0	139
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	74463	0.43	0	110
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	9081	0.21	0	4
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	2186101	4.88	0	718
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	3644091	1.95	0	421
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	989435	5.33	0	1725
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	149301	0.53	0	191
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	35804	0.32	0	18
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	247735	1.64	0	171
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	28693	0.69	0	58
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	580407	3.23	0	242
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	462766	2.80	0	112
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	30801	0.72	0	25
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	50030	0.28	0	28
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	17607	0.17	0	39
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	11156	0.11	0	3
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	3227	0.04	0	2
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrY_KI270740v1_random	37240	2489	0.07	0	2
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	270	0.12	0	1
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	323	0.15	0	1
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	176	0.09	0	1
chrUn_KI270303v1_region	0	0	0.00	0	0
chrUn_KI270305v1	1472	174	0.12	0	1
chrUn_KI270305v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	2219	0.10	0	5
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	3563	0.81	0	5
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	2059	1.71	0	9
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270312v1	998	360	0.36	0	1
chrUn_KI270312v1_region	0	0	0.00	0	0
chrUn_KI270317v1	37690	90	0.00	0	1
chrUn_KI270317v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	400	0.15	0	2
chrUn_KI270411v1_region	0	0	0.00	0	0
