chrom	length	bases	mean	min	max
chr1	248956422	1142998735	4.59	0	4229
chr1_region	4728181	430994509	91.15	0	3383
chr2	242193529	886694961	3.66	0	1713
chr2_region	3365782	294776633	87.58	0	1713
chr3	198295559	701404099	3.54	0	5781
chr3_region	2638027	225983203	85.66	0	5722
chr4	190214555	574569271	3.02	0	2517
chr4_region	1796579	153979700	85.71	0	959
chr5	181538259	607536494	3.35	0	6226
chr5_region	2085904	184421110	88.41	0	1245
chr6	170805979	626223169	3.67	0	3071
chr6_region	2346319	215413919	91.81	0	3071
chr7	159345973	579345948	3.64	0	1955
chr7_region	2210246	184401684	83.43	0	1507
chr8	145138636	462659827	3.19	0	1950
chr8_region	1566502	124519262	79.49	0	1950
chr9	138394717	482182898	3.48	0	1410
chr9_region	1873735	154462225	82.44	0	1410
chr10	133797422	513966778	3.84	0	2368
chr10_region	1828952	162293435	88.74	0	1144
chr11	135086622	574203981	4.25	0	3146
chr11_region	2653682	224400317	84.56	0	3146
chr12	133275309	556542532	4.18	0	1174
chr12_region	2445531	210354789	86.02	0	1174
chr13	114364328	292852395	2.56	0	1050
chr13_region	828312	68467301	82.66	0	680
chr14	107043718	352505176	3.29	0	1485
chr14_region	1508410	128652640	85.29	0	1485
chr15	101991189	385328199	3.78	0	1441
chr15_region	1620590	138635530	85.55	0	1441
chr16	90338345	415903710	4.60	0	3243
chr16_region	1975485	155428894	78.68	0	1048
chr17	83257441	501189974	6.02	0	1579
chr17_region	2581394	212162858	82.19	0	1412
chr18	80373285	236779549	2.95	0	1279
chr18_region	691497	58051484	83.95	0	1151
chr19	58617616	410994435	7.01	0	1364
chr19_region	2891894	217268046	75.13	0	1364
chr20	64444167	270895472	4.20	0	1392
chr20_region	1136294	88248458	77.66	0	1392
chr21	46709983	143001589	3.06	0	1581
chr21_region	462839	37037630	80.02	0	488
chr22	50818468	191012655	3.76	0	1710
chr22_region	989969	70780235	71.50	0	1302
chrX	156040895	575540445	3.69	0	4011
chrX_region	0	0	0.00	0	0
chrY	57227415	8352822	0.15	0	1784
chrY_region	0	0	0.00	0	0
chrM	16569	18411470	1111.20	0	1526
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	765840	4.37	0	258
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	75430	2.35	0	13
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	141099	1.11	0	15
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	1232454	18.43	0	266
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	63528	1.58	0	8
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	4185699	99.16	0	1880
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	610894	3.47	0	308
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	417115	10.24	0	233
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	173710	4.16	0	88
