chrom	length	bases	mean	min	max
chr1	248956422	1036602138	4.16	0	1922
chr1_region	4728181	534089243	112.96	0	1922
chr2	242193529	667063622	2.75	0	1760
chr2_region	3365782	324440782	96.39	0	1722
chr3	198295559	555540785	2.80	0	1993
chr3_region	2638027	275584725	104.47	0	1993
chr4	190214555	392292330	2.06	0	1375
chr4_region	1796579	188037805	104.66	0	1375
chr5	181538259	444222494	2.45	0	1057
chr5_region	2085904	216401100	103.74	0	1057
chr6	170805979	542664589	3.18	0	1894
chr6_region	2346319	282337202	120.33	0	1821
chr7	159345973	487803365	3.06	0	1730
chr7_region	2210246	237020324	107.24	0	1730
chr8	145138636	335711630	2.31	0	941
chr8_region	1566502	155884910	99.51	0	941
chr9	138394717	432633204	3.13	0	1428
chr9_region	1873735	211014848	112.62	0	1428
chr10	133797422	469266800	3.51	0	968
chr10_region	1828952	227867502	124.59	0	968
chr11	135086622	539466830	3.99	0	1909
chr11_region	2653682	289574326	109.12	0	1909
chr12	133275309	543915023	4.08	0	1992
chr12_region	2445531	285053942	116.56	0	1597
chr13	114364328	217983060	1.91	0	1061
chr13_region	828312	102248138	123.44	0	1061
chr14	107043718	301296885	2.81	0	1797
chr14_region	1508410	155318035	102.97	0	1797
chr15	101991189	333618605	3.27	0	749
chr15_region	1620590	155679611	96.06	0	740
chr16	90338345	324471778	3.59	0	1935
chr16_region	1975485	164223021	83.13	0	1422
chr17	83257441	506286928	6.08	0	1728
chr17_region	2581394	255571574	99.01	0	1728
chr18	80373285	161553535	2.01	0	808
chr18_region	691497	75850278	109.69	0	808
chr19	58617616	433071053	7.39	0	1133
chr19_region	2891894	244640010	84.60	0	1133
chr20	64444167	244379325	3.79	0	907
chr20_region	1136294	122014466	107.38	0	907
chr21	46709983	108345153	2.32	0	1106
chr21_region	462839	48529824	104.85	0	1106
chr22	50818468	178235328	3.51	0	1161
chr22_region	989969	84899009	85.76	0	1161
chrX	156040895	466347764	2.99	0	2717
chrX_region	0	0	0.00	0	0
chrY	57227415	1090565	0.02	0	468
chrY_region	0	0	0.00	0	0
chrM	16569	814746	49.17	0	110
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	756525	4.32	0	441
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	7144	0.22	0	4
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	67856	0.53	0	45
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	34604	0.52	0	7
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	9505	0.24	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2376736	56.31	0	1225
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	249977	1.42	0	131
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	518041	12.71	0	311
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	461583	11.06	0	205
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	10068	0.06	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	8339	0.05	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1101594	7.09	0	1046
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	723650	3.45	0	358
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	10060	0.11	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	11647	0.29	0	19
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	220779	5.80	0	347
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	175967	1.00	0	137
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	267121	6.84	0	312
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	85810	0.86	0	71
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	594200	2.95	0	337
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	319054	1.51	0	178
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	58039	0.30	0	27
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	350613	1.83	0	189
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	91267	2.39	0	87
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	96396	2.44	0	83
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	69866	0.40	0	133
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	3441	0.08	0	2
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	3058816	6.82	0	1062
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	2035291	1.09	0	315
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1172897	6.32	0	1990
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	106467	0.38	0	134
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	31228	0.28	0	19
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	367082	2.43	0	278
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	23733	0.57	0	59
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	646687	3.60	0	273
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	648779	3.93	0	219
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	26441	0.62	0	22
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	71990	0.40	0	15
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	12713	0.12	0	25
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	10557	0.11	0	5
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	2230	0.03	0	2
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	540	0.24	0	3
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	175	0.08	0	1
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	90	0.05	0	1
chrUn_KI270303v1_region	0	0	0.00	0	0
chrUn_KI270305v1	1472	180	0.12	0	1
chrUn_KI270305v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	2192	0.10	0	4
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	2566	0.58	0	5
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	1685	1.40	0	8
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270316v1	1444	237	0.16	0	1
chrUn_KI270316v1_region	0	0	0.00	0	0
chrUn_KI270315v1	2276	358	0.16	0	1
chrUn_KI270315v1_region	0	0	0.00	0	0
chrUn_KI270312v1	998	90	0.09	0	1
chrUn_KI270312v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	810	0.07	0	2
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270317v1	37690	360	0.01	0	2
chrUn_KI270317v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	57	0.02	0	1
chrUn_KI270411v1_region	0	0	0.00	0	0
chrUn_KI270419v1	1029	360	0.35	0	2
chrUn_KI270419v1_region	0	0	0.00	0	0
chrUn_KI270418v1	2145	175	0.08	0	1
