chrom	length	bases	mean	min	max
chr1	248956422	1006634445	4.04	0	1764
chr1_region	4728181	508707600	107.59	0	1764
chr2	242193529	660933627	2.73	0	1636
chr2_region	3365782	315182686	93.64	0	1636
chr3	198295559	545699530	2.75	0	1909
chr3_region	2638027	265218096	100.54	0	1909
chr4	190214555	396356931	2.08	0	1306
chr4_region	1796579	185986803	103.52	0	1306
chr5	181538259	439680670	2.42	0	1023
chr5_region	2085904	208770030	100.09	0	1023
chr6	170805979	535243659	3.13	0	1794
chr6_region	2346319	272975358	116.34	0	1669
chr7	159345973	478547977	3.00	0	2833
chr7_region	2210246	227646677	103.00	0	2833
chr8	145138636	330993945	2.28	0	973
chr8_region	1566502	150513964	96.08	0	973
chr9	138394717	424937270	3.07	0	1364
chr9_region	1873735	201406066	107.49	0	1326
chr10	133797422	460280430	3.44	0	943
chr10_region	1828952	220007031	120.29	0	943
chr11	135086622	515916356	3.82	0	1206
chr11_region	2653682	271651972	102.37	0	1206
chr12	133275309	532285487	3.99	0	1774
chr12_region	2445531	274296630	112.16	0	1774
chr13	114364328	218791329	1.91	0	1062
chr13_region	828312	100894874	121.81	0	1062
chr14	107043718	294711263	2.75	0	1826
chr14_region	1508410	149495810	99.11	0	1826
chr15	101991189	334824660	3.28	0	1060
chr15_region	1620590	151371859	93.41	0	921
chr16	90338345	309581863	3.43	0	1977
chr16_region	1975485	153189424	77.55	0	1406
chr17	83257441	480138747	5.77	0	1572
chr17_region	2581394	239490171	92.78	0	1572
chr18	80373285	160391039	2.00	0	803
chr18_region	691497	73536333	106.34	0	803
chr19	58617616	402396166	6.86	0	899
chr19_region	2891894	224842224	77.75	0	899
chr20	64444167	233694107	3.63	0	873
chr20_region	1136294	114316768	100.60	0	873
chr21	46709983	105453905	2.26	0	967
chr21_region	462839	46068348	99.53	0	967
chr22	50818468	168988221	3.33	0	1186
chr22_region	989969	79032777	79.83	0	1186
chrX	156040895	241383488	1.55	0	1535
chrX_region	0	0	0.00	0	0
chrY	57227415	32383316	0.57	0	817
chrY_region	0	0	0.00	0	0
chrM	16569	622308	37.56	0	71
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	861727	4.92	0	449
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	8387	0.26	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	16208	0.13	0	12
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	99334	1.49	0	23
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	6754	0.17	0	4
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2019825	47.85	0	1097
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	202278	1.15	0	118
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	358708	8.80	0	185
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	314782	7.55	0	176
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	20704	0.13	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	12913	0.08	0	4
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1179972	7.59	0	1276
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	775060	3.70	0	453
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	13089	0.14	0	3
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	18381	0.46	0	35
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	256273	6.73	0	383
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	150110	0.85	0	119
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	280167	7.17	0	308
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	79819	0.80	0	51
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	802934	3.98	0	508
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	363102	1.72	0	287
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	40019	0.21	0	9
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	322547	1.68	0	321
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	86360	2.27	0	77
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	30738	0.78	0	42
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	68928	0.40	0	141
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	2661	0.06	0	2
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	4347859	9.70	0	1385
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	4246065	2.27	0	483
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1199998	6.47	0	2063
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	137121	0.49	0	158
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	39580	0.35	0	24
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	293993	1.95	0	210
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	19486	0.47	0	34
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	509656	2.84	0	222
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	450588	2.73	0	162
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	28297	0.66	0	28
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	60531	0.33	0	26
chr22_KI270736v1_random_region	0	0	0.00	0	0
