chrom	length	bases	mean	min	max
chr1	248956422	885397547	3.56	0	2241
chr1_region	4728181	539877894	114.18	0	2241
chr2	242193529	595542649	2.46	0	1791
chr2_region	3365782	365142088	108.49	0	1458
chr3	198295559	469450463	2.37	0	6347
chr3_region	2638027	286261554	108.51	0	6347
chr4	190214555	339146353	1.78	0	1135
chr4_region	1796579	192443984	107.12	0	1020
chr5	181538259	384260831	2.12	0	1292
chr5_region	2085904	229684218	110.11	0	1288
chr6	170805979	431783930	2.53	0	4418
chr6_region	2346319	270376495	115.23	0	4418
chr7	159345973	393171898	2.47	0	1746
chr7_region	2210246	232001229	104.97	0	1618
chr8	145138636	274813484	1.89	0	2133
chr8_region	1566502	155039647	98.97	0	2133
chr9	138394717	340775388	2.46	0	1453
chr9_region	1873735	196765560	105.01	0	1453
chr10	133797422	347222500	2.60	0	1165
chr10_region	1828952	203346633	111.18	0	1165
chr11	135086622	435839647	3.23	0	2953
chr11_region	2653682	285349641	107.53	0	2953
chr12	133275309	415305431	3.12	0	1044
chr12_region	2445531	264950839	108.34	0	1044
chr13	114364328	159236328	1.39	0	1028
chr13_region	828312	84125727	101.56	0	836
chr14	107043718	255719747	2.39	0	1539
chr14_region	1508410	161796882	107.26	0	1539
chr15	101991189	295295374	2.90	0	1661
chr15_region	1620590	175236335	108.13	0	1661
chr16	90338345	324482662	3.59	0	1313
chr16_region	1975485	205755537	104.15	0	1184
chr17	83257441	461705177	5.55	0	2712
chr17_region	2581394	279829657	108.40	0	1571
chr18	80373285	131772932	1.64	0	1451
chr18_region	691497	72616141	105.01	0	1451
chr19	58617616	396265890	6.76	0	1803
chr19_region	2891894	282355266	97.64	0	1803
chr20	64444167	187722304	2.91	0	1447
chr20_region	1136294	115861157	101.96	0	1447
chr21	46709983	89335193	1.91	0	957
chr21_region	462839	47201030	101.98	0	627
chr22	50818468	153864638	3.03	0	1175
chr22_region	989969	94713119	95.67	0	1175
chrX	156040895	206168068	1.32	0	1663
chrX_region	0	0	0.00	0	0
chrY	57227415	29113248	0.51	0	620
chrY_region	0	0	0.00	0	0
chrM	16569	2930794	176.88	0	254
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	424005	2.42	0	383
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	16970	0.53	0	4
