chrom	length	bases	mean	min	max
chr1	248956422	917290146	3.68	0	1608
chr1_region	4728181	449376329	95.04	0	1608
chr2	242193529	604031981	2.49	0	1395
chr2_region	3365782	273643471	81.30	0	1395
chr3	198295559	498425946	2.51	0	1573
chr3_region	2638027	231531539	87.77	0	1573
chr4	190214555	356172660	1.87	0	1248
chr4_region	1796579	158694649	88.33	0	1248
chr5	181538259	402210235	2.22	0	938
chr5_region	2085904	182628974	87.55	0	938
chr6	170805979	484137320	2.83	0	1464
chr6_region	2346319	237362623	101.16	0	1350
chr7	159345973	436145128	2.74	0	1379
chr7_region	2210246	198864138	89.97	0	1379
chr8	145138636	307189080	2.12	0	768
chr8_region	1566502	131790269	84.13	0	768
chr9	138394717	390078069	2.82	0	1134
chr9_region	1873735	178748583	95.40	0	1134
chr10	133797422	420149951	3.14	0	771
chr10_region	1828952	191498151	104.70	0	748
chr11	135086622	473407641	3.50	0	965
chr11_region	2653682	240279657	90.55	0	965
chr12	133275309	480895599	3.61	0	1890
chr12_region	2445531	239384182	97.89	0	1412
chr13	114364328	198477590	1.74	0	869
chr13_region	828312	86708184	104.68	0	869
chr14	107043718	268707335	2.51	0	1469
chr14_region	1508410	130479738	86.50	0	1469
chr15	101991189	294794612	2.89	0	587
chr15_region	1620590	130400323	80.46	0	587
chr16	90338345	296344463	3.28	0	1542
chr16_region	1975485	140373187	71.06	0	1179
chr17	83257441	443113674	5.32	0	1238
chr17_region	2581394	214854151	83.23	0	1238
chr18	80373285	149056833	1.85	0	702
chr18_region	691497	63946603	92.48	0	702
chr19	58617616	379686995	6.48	0	1068
chr19_region	2891894	206544566	71.42	0	1068
chr20	64444167	220475912	3.42	0	730
chr20_region	1136294	103108402	90.74	0	730
chr21	46709983	98896566	2.12	0	853
chr21_region	462839	40865585	88.29	0	853
chr22	50818468	163214987	3.21	0	931
chr22_region	989969	72896472	73.64	0	931
chrX	156040895	214383395	1.37	0	1120
chrX_region	0	0	0.00	0	0
chrY	57227415	27204879	0.48	0	1345
chrY_region	0	0	0.00	0	0
chrM	16569	625381	37.74	0	79
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	660944	3.78	0	318
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	7587	0.24	0	4
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	66514	0.52	0	37
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	58704	0.88	0	15
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	10015	0.25	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1996506	47.30	0	849
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	235881	1.34	0	124
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	354262	8.69	0	179
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	202309	4.85	0	87
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	6153	0.04	0	2
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	4856	0.03	0	1
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	826801	5.32	0	789
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	590484	2.82	0	320
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	5873	0.06	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	17736	0.44	0	31
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	181198	4.76	0	257
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	139266	0.79	0	102
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	236250	6.05	0	290
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	103694	1.03	0	66
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	656027	3.25	0	315
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	318234	1.51	0	217
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	96563	0.50	0	43
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	445989	2.33	0	218
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	97132	2.55	0	71
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	109131	2.76	0	98
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	72929	0.42	0	119
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	1828	0.04	0	2
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	1896969	4.23	0	853
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	3595839	1.92	0	361
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1040874	5.61	0	1678
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	72551	0.26	0	66
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	28961	0.26	0	16
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	430667	2.86	0	281
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	31519	0.76	0	56
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	651942	3.63	0	310
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	596112	3.61	0	194
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	22346	0.52	0	21
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	71311	0.39	0	12
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	9995	0.10	0	15
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	8295	0.08	0	3
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	1844	0.02	0	1
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrY_KI270740v1_random	37240	1653	0.04	0	1
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	228	0.11	0	1
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	1689	0.08	0	5
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	1158	0.26	0	3
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	270	0.22	0	1
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270316v1	1444	176	0.12	0	1
chrUn_KI270316v1_region	0	0	0.00	0	0
chrUn_KI270315v1	2276	133	0.06	0	1
chrUn_KI270315v1_region	0	0	0.00	0	0
chrUn_KI270312v1	998	180	0.18	0	1
chrUn_KI270312v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	302	0.02	0	1
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270412v1	1179	707	0.60	0	4
chrUn_KI270412v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	438	0.17	0	1
chrUn_KI270411v1_region	0	0	0.00	0	0
chrUn_KI270420v1	2321	180	0.08	0	1
chrUn_KI270420v1_region	0	0	0.00	0	0
chrUn_KI270424v1	2140	143	0.07	0	1
chrUn_KI270424v1_region	0	0	0.00	0	0
chrUn_KI270417v1	2043	360	0.18	0	2
chrUn_KI270417v1_region	0	0	0.00	0	0
chrUn_KI270425v1	1884	176	0.09	0	1
chrUn_KI270425v1_region	0	0	0.00	0	0
chrUn_KI270442v1	392061	379604	0.97	0	173
chrUn_KI270442v1_region	0	0	0.00	0	0
chrUn_KI270466v1	1233	4960	4.02	0	15
chrUn_KI270466v1_region	0	0	0.00	0	0
chrUn_KI270465v1	1774	173	0.10	0	1
chrUn_KI270465v1_region	0	0	0.00	0	0
chrUn_KI270467v1	3920	22301	5.69	0	32
