chrom	length	bases	mean	min	max
chr1	248956422	1177572973	4.73	0	1863
chr1_region	4728181	579231370	122.51	0	1863
chr2	242193529	799565276	3.30	0	1784
chr2_region	3365782	370899762	110.20	0	1784
chr3	198295559	658291866	3.32	0	2884
chr3_region	2638027	308796271	117.06	0	2146
chr4	190214555	490999940	2.58	0	1280
chr4_region	1796579	222844655	124.04	0	1280
chr5	181538259	533371938	2.94	0	1044
chr5_region	2085904	245415725	117.65	0	1044
chr6	170805979	639490120	3.74	0	1911
chr6_region	2346319	315753180	134.57	0	1780
chr7	159345973	559514914	3.51	0	2270
chr7_region	2210246	258632055	117.02	0	2270
chr8	145138636	404380965	2.79	0	1147
chr8_region	1566502	177851096	113.53	0	1147
chr9	138394717	498781612	3.60	0	1561
chr9_region	1873735	230450255	122.99	0	1276
chr10	133797422	548300478	4.10	0	1039
chr10_region	1828952	254864100	139.35	0	1039
chr11	135086622	601893250	4.46	0	1255
chr11_region	2653682	308051204	116.08	0	1255
chr12	133275309	629736306	4.73	0	1822
chr12_region	2445531	315944840	129.19	0	1822
chr13	114364328	269043225	2.35	0	1388
chr13_region	828312	120033507	144.91	0	1388
chr14	107043718	350385395	3.27	0	1876
chr14_region	1508410	172691246	114.49	0	1876
chr15	101991189	379722044	3.72	0	917
chr15_region	1620590	170990693	105.51	0	917
chr16	90338345	352020013	3.90	0	1869
chr16_region	1975485	168285183	85.19	0	1649
chr17	83257441	538597619	6.47	0	1800
chr17_region	2581394	264380778	102.42	0	1800
chr18	80373285	196804559	2.45	0	1034
chr18_region	691497	87275070	126.21	0	1034
chr19	58617616	430889197	7.35	0	1197
chr19_region	2891894	235947662	81.59	0	1197
chr20	64444167	269003259	4.17	0	1137
chr20_region	1136294	127485263	112.19	0	1137
chr21	46709983	124094957	2.66	0	1242
chr21_region	462839	52191728	112.76	0	1242
chr22	50818468	187451139	3.69	0	1094
chr22_region	989969	84494955	85.35	0	1094
chrX	156040895	284911579	1.83	0	1433
chrX_region	0	0	0.00	0	0
chrY	57227415	43717621	0.76	0	1431
chrY_region	0	0	0.00	0	0
chrM	16569	1636458	98.77	0	158
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	928556	5.30	0	482
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	17100	0.53	0	4
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	16476	0.13	0	10
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	335526	5.02	0	87
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	10249	0.26	0	17
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2485128	58.88	0	1247
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	221500	1.26	0	100
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	421287	10.34	0	241
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	217529	5.21	0	125
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	21331	0.13	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	23099	0.15	0	4
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1438461	9.26	0	1483
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	874473	4.17	0	459
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	29625	0.32	0	7
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	22436	0.56	0	49
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	291987	7.67	0	446
chr9_KI270718v1_random_region	0	0	0.00	0	0
