chrom	length	bases	mean	min	max
chr1	248956422	948351196	3.81	0	2067
chr1_region	4728181	482734652	102.10	0	2067
chr2	242193529	685525884	2.83	0	2195
chr2_region	3365782	360716637	107.17	0	1514
chr3	198295559	506395766	2.55	0	7951
chr3_region	2638027	259908412	98.52	0	7951
chr4	190214555	398360006	2.09	0	1284
chr4_region	1796579	195830496	109.00	0	1284
chr5	181538259	424920879	2.34	0	847
chr5_region	2085904	215415805	103.27	0	847
chr6	170805979	468278869	2.74	0	2789
chr6_region	2346319	249302560	106.25	0	2789
chr7	159345973	436110881	2.74	0	4931
chr7_region	2210246	217484858	98.40	0	4351
chr8	145138636	303714144	2.09	0	1682
chr8_region	1566502	144579188	92.29	0	1682
chr9	138394717	362442350	2.62	0	1034
chr9_region	1873735	172127426	91.86	0	934
chr10	133797422	381482347	2.85	0	776
chr10_region	1828952	187678195	102.62	0	776
chr11	135086622	444900161	3.29	0	3370
chr11_region	2653682	246365445	92.84	0	3370
chr12	133275309	447260861	3.36	0	3045
chr12_region	2445531	240879551	98.50	0	766
chr13	114364328	185342124	1.62	0	797
chr13_region	828312	84081174	101.51	0	797
chr14	107043718	277861073	2.60	0	674
chr14_region	1508410	149085711	98.84	0	674
chr15	101991189	322338470	3.16	0	1319
chr15_region	1620590	159855967	98.64	0	1319
chr16	90338345	311599934	3.45	0	1231
chr16_region	1975485	162165124	82.09	0	1231
chr17	83257441	442364081	5.31	0	1834
chr17_region	2581394	227847869	88.27	0	1253
chr18	80373285	149016792	1.85	0	748
chr18_region	691497	69868818	101.04	0	748
chr19	58617616	374643380	6.39	0	2096
chr19_region	2891894	230129148	79.58	0	2096
chr20	64444167	181239298	2.81	0	898
chr20_region	1136294	90574186	79.71	0	749
chr21	46709983	95057905	2.04	0	947
chr21_region	462839	40643529	87.81	0	562
chr22	50818468	142302174	2.80	0	780
chr22_region	989969	69793464	70.50	0	779
chrX	156040895	427781217	2.74	0	4116
chrX_region	0	0	0.00	0	0
chrY	57227415	2646624	0.05	0	889
chrY_region	0	0	0.00	0	0
chrM	16569	3188656	192.45	0	480
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	779077	4.45	0	583
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	16758	0.52	0	6
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	69814	0.55	0	26
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	260401	3.89	0	69
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	20742	0.52	0	15
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	3916895	92.80	0	1604
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	422296	2.40	0	360
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	240440	5.90	0	142
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	160466	3.85	0	151
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	33326	0.21	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	27952	0.18	0	4
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1064330	6.85	0	696
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	721772	3.44	0	436
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	31704	0.34	0	4
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	166425	4.15	0	302
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	168714	4.43	0	218
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	395675	2.24	0	288
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	306079	7.84	0	331
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	95420	0.95	0	43
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	831059	4.12	0	483
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	3558972	16.85	0	1538
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	82619	0.43	0	18
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	395927	2.07	0	133
