chrom	length	bases	mean	min	max
chr1	248956422	964875203	3.88	0	1772
chr1_region	4728181	500706996	105.90	0	1772
chr2	242193529	633920715	2.62	0	1684
chr2_region	3365782	313273557	93.08	0	1684
chr3	198295559	521762910	2.63	0	1886
chr3_region	2638027	262580694	99.54	0	1886
chr4	190214555	378533845	1.99	0	1224
chr4_region	1796579	185036444	102.99	0	1224
chr5	181538259	419174249	2.31	0	1066
chr5_region	2085904	206697308	99.09	0	1066
chr6	170805979	511954576	3.00	0	1867
chr6_region	2346319	269372266	114.81	0	1740
chr7	159345973	456131606	2.86	0	1933
chr7_region	2210246	225010817	101.80	0	1933
chr8	145138636	321374265	2.21	0	1010
chr8_region	1566502	151243309	96.55	0	1010
chr9	138394717	408943195	2.95	0	1323
chr9_region	1873735	199814893	106.64	0	1261
chr10	133797422	442072806	3.30	0	942
chr10_region	1828952	218392384	119.41	0	942
chr11	135086622	493236720	3.65	0	1210
chr11_region	2653682	267068258	100.64	0	1210
chr12	133275309	512216643	3.84	0	1737
chr12_region	2445531	271693200	111.10	0	1737
chr13	114364328	210310248	1.84	0	1164
chr13_region	828312	101034525	121.98	0	1164
chr14	107043718	282862176	2.64	0	1752
chr14_region	1508410	147733418	97.94	0	1752
chr15	101991189	314383762	3.08	0	799
chr15_region	1620590	148847490	91.85	0	799
chr16	90338345	293626444	3.25	0	1900
chr16_region	1975485	149490777	75.67	0	1437
chr17	83257441	461517904	5.54	0	1660
chr17_region	2581394	235653771	91.29	0	1660
chr18	80373285	153859870	1.91	0	840
chr18_region	691497	73622635	106.47	0	840
chr19	58617616	378241478	6.45	0	882
chr19_region	2891894	215691119	74.58	0	882
chr20	64444167	224634013	3.49	0	887
chr20_region	1136294	113080323	99.52	0	887
chr21	46709983	99997591	2.14	0	961
chr21_region	462839	45516420	98.34	0	960
chr22	50818468	160203573	3.15	0	1106
chr22_region	989969	77163396	77.95	0	1106
chrX	156040895	440341054	2.82	0	2502
chrX_region	0	0	0.00	0	0
chrY	57227415	1017123	0.02	0	362
chrY_region	0	0	0.00	0	0
chrM	16569	546687	32.99	0	58
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	664113	3.79	0	330
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	6523	0.20	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	8019	0.06	0	6
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	46026	0.69	0	21
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	4316	0.11	0	2
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1882413	44.60	0	1064
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	172926	0.98	0	125
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	227111	5.57	0	139
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	245834	5.89	0	117
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	7818	0.05	0	2
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	6660	0.04	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	962288	6.19	0	914
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	603600	2.88	0	360
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	8672	0.09	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	18624	0.46	0	49
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	257787	6.77	0	383
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	157488	0.89	0	106
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	283858	7.27	0	393
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	66477	0.66	0	59
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	592643	2.94	0	374
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	244728	1.16	0	209
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	47292	0.24	0	19
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	341276	1.78	0	220
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	67975	1.78	0	50
chr14_KI270723v1_random_region	0	0	0.00	0	0
