chrom	length	bases	mean	min	max
chr1	248956422	405203825	1.63	0	1618
chr1_region	4728181	286837005	60.67	0	1618
chr2	242193529	274751378	1.13	0	1206
chr2_region	3365782	206274170	61.29	0	1206
chr3	198295559	208746323	1.05	0	2556
chr3_region	2638027	156261221	59.23	0	2556
chr4	190214555	149967551	0.79	0	901
chr4_region	1796579	110650752	61.59	0	737
chr5	181538259	169029343	0.93	0	1011
chr5_region	2085904	126405672	60.60	0	1011
chr6	170805979	197252660	1.15	0	1969
chr6_region	2346319	149445740	63.69	0	1969
chr7	159345973	174473288	1.09	0	1028
chr7_region	2210246	126512080	57.24	0	1028
chr8	145138636	118695241	0.82	0	951
chr8_region	1566502	85859597	54.81	0	765
chr9	138394717	151853566	1.10	0	1068
chr9_region	1873735	105297390	56.20	0	1068
chr10	133797422	154724398	1.16	0	813
chr10_region	1828952	111387608	60.90	0	813
chr11	135086622	197587139	1.46	0	1948
chr11_region	2653682	151318023	57.02	0	1948
chr12	133275309	193850766	1.45	0	888
chr12_region	2445531	146014715	59.71	0	888
chr13	114364328	68285649	0.60	0	775
chr13_region	828312	48712546	58.81	0	497
chr14	107043718	118391291	1.11	0	1040
chr14_region	1508410	88526597	58.69	0	1040
chr15	101991189	134512629	1.32	0	1289
chr15_region	1620590	93876345	57.93	0	1289
chr16	90338345	141234547	1.56	0	704
chr16_region	1975485	104001392	52.65	0	704
chr17	83257441	208769821	2.51	0	1251
chr17_region	2581394	144354190	55.92	0	1251
chr18	80373285	55785656	0.69	0	1051
chr18_region	691497	41193439	59.57	0	1051
chr19	58617616	180910529	3.09	0	1189
chr19_region	2891894	141435681	48.91	0	1189
chr20	64444167	78473381	1.22	0	1020
chr20_region	1136294	58714807	51.67	0	1020
chr21	46709983	37488430	0.80	0	621
chr21_region	462839	25202724	54.45	0	433
chr22	50818468	65671403	1.29	0	944
chr22_region	989969	46460523	46.93	0	944
chrX	156040895	96370297	0.62	0	1570
chrX_region	0	0	0.00	0	0
chrY	57227415	11232680	0.20	0	484
chrY_region	0	0	0.00	0	0
chrM	16569	58226	3.51	0	14
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	185805	1.06	0	271
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	842	0.03	0	1
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	3318	0.03	0	8
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	7863	0.12	0	13
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	76	0.00	0	1
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	2117684	50.17	0	942
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	109471	0.62	0	135
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	150750	3.70	0	197
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	117967	2.83	0	95
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	1143	0.01	0	1
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	397	0.00	0	1
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	175028	1.13	0	190
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	171544	0.82	0	316
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	893	0.01	0	1
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	42312	1.06	0	90
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	34144	0.90	0	73
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	118182	0.67	0	156
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	68128	1.74	0	129
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	27318	0.27	0	28
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	135684	0.67	0	201
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	540787	2.56	0	407
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	3424	0.02	0	5
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	75101	0.39	0	50
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	81823	2.15	0	165
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	53121	1.34	0	116
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	101792	0.59	0	167
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	102252	2.34	0	186
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	697259	1.56	0	365
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	1147981	0.61	0	194
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	222558	1.20	0	354
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	11698	0.04	0	14
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	3257	0.03	0	3
