chrom	length	bases	mean	min	max
chr1	248956422	942520889	3.79	0	1864
chr1_region	4728181	465171108	98.38	0	1864
chr2	242193529	635827908	2.63	0	1500
chr2_region	3365782	286562163	85.14	0	1500
chr3	198295559	523407340	2.64	0	1664
chr3_region	2638027	241687988	91.62	0	1664
chr4	190214555	381336104	2.00	0	1246
chr4_region	1796579	166753527	92.82	0	1246
chr5	181538259	422679175	2.33	0	1084
chr5_region	2085904	188646089	90.44	0	1084
chr6	170805979	505842193	2.96	0	1643
chr6_region	2346319	247580508	105.52	0	1581
chr7	159345973	454217672	2.85	0	2128
chr7_region	2210246	207031208	93.67	0	2128
chr8	145138636	326202876	2.25	0	945
chr8_region	1566502	137324374	87.66	0	945
chr9	138394717	398713277	2.88	0	1226
chr9_region	1873735	184470623	98.45	0	1226
chr10	133797422	436806373	3.26	0	883
chr10_region	1828952	200346825	109.54	0	883
chr11	135086622	485667596	3.60	0	1153
chr11_region	2653682	248241832	93.55	0	1153
chr12	133275309	497774155	3.73	0	1690
chr12_region	2445531	251129091	102.69	0	1690
chr13	114364328	211258805	1.85	0	1030
chr13_region	828312	90610229	109.39	0	1030
chr14	107043718	281342214	2.63	0	1658
chr14_region	1508410	137203809	90.96	0	1658
chr15	101991189	308798146	3.03	0	750
chr15_region	1620590	137689050	84.96	0	712
chr16	90338345	302560274	3.35	0	1860
chr16_region	1975485	144069119	72.93	0	1399
chr17	83257441	450039484	5.41	0	1587
chr17_region	2581394	224103711	86.81	0	1587
chr18	80373285	159023498	1.98	0	757
chr18_region	691497	66912765	96.77	0	757
chr19	58617616	372570887	6.36	0	889
chr19_region	2891894	206906882	71.55	0	889
chr20	64444167	225682224	3.50	0	792
chr20_region	1136294	105703543	93.02	0	792
chr21	46709983	102218955	2.19	0	930
chr21_region	462839	42307223	91.41	0	930
chr22	50818468	164072448	3.23	0	1100
chr22_region	989969	74400019	75.15	0	1100
chrX	156040895	421335306	2.70	0	2377
chrX_region	0	0	0.00	0	0
chrY	57227415	1537143	0.03	0	464
chrY_region	0	0	0.00	0	0
chrM	16569	3004176	181.31	0	268
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	596740	3.41	0	270
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	15030	0.47	0	6
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	46461	0.36	0	21
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	179928	2.69	0	61
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	15332	0.38	0	4
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1600438	37.92	0	919
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	225295	1.28	0	98
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	410311	10.07	0	199
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	343583	8.24	0	164
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	20671	0.13	0	4
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	20113	0.13	0	3
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	729998	4.70	0	658
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	601287	2.87	0	257
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	24288	0.26	0	6
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	15847	0.40	0	21
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	176503	4.64	0	239
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	214809	1.21	0	108
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	239076	6.12	0	322
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	93864	0.94	0	63
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	555228	2.75	0	290
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	518689	2.46	0	170
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	87705	0.45	0	17
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	523739	2.74	0	223
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	82768	2.17	0	54
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	77461	1.96	0	71
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	112611	0.65	0	118
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	10524	0.24	0	5
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	2634916	5.88	0	1234
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	1661085	0.89	0	244
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1032693	5.56	0	1704
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	240506	0.86	0	219
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	72904	0.65	0	23
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	396226	2.63	0	221
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	57212	1.38	0	64
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	815761	4.54	0	214
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	496870	3.01	0	211
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	61327	1.43	0	44
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	133453	0.73	0	46
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	36082	0.35	0	56
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	30980	0.31	0	5
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	9474	0.13	0	4
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	322	0.14	0	2
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	552	0.25	0	2
chrUn_KI270304v1_region	0	0	0.00	0	0
chrUn_KI270303v1	1942	958	0.49	0	3
chrUn_KI270303v1_region	0	0	0.00	0	0
chrUn_KI270305v1	1472	436	0.30	0	3
chrUn_KI270305v1_region	0	0	0.00	0	0
chrUn_KI270322v1	21476	2110	0.10	0	4
chrUn_KI270322v1_region	0	0	0.00	0	0
chrUn_KI270320v1	4416	3120	0.71	0	4
chrUn_KI270320v1_region	0	0	0.00	0	0
chrUn_KI270310v1	1201	1902	1.58	0	13
chrUn_KI270310v1_region	0	0	0.00	0	0
chrUn_KI270316v1	1444	497	0.34	0	4
chrUn_KI270316v1_region	0	0	0.00	0	0
chrUn_KI270315v1	2276	844	0.37	0	3
chrUn_KI270315v1_region	0	0	0.00	0	0
chrUn_KI270312v1	998	257	0.26	0	1
chrUn_KI270312v1_region	0	0	0.00	0	0
chrUn_KI270311v1	12399	2058	0.17	0	7
chrUn_KI270311v1_region	0	0	0.00	0	0
chrUn_KI270317v1	37690	381	0.01	0	1
chrUn_KI270317v1_region	0	0	0.00	0	0
chrUn_KI270412v1	1179	67	0.06	0	1
chrUn_KI270412v1_region	0	0	0.00	0	0
chrUn_KI270411v1	2646	614	0.23	0	2
chrUn_KI270411v1_region	0	0	0.00	0	0
chrUn_KI270414v1	2489	90	0.04	0	1
chrUn_KI270414v1_region	0	0	0.00	0	0
chrUn_KI270419v1	1029	540	0.52	0	3
chrUn_KI270419v1_region	0	0	0.00	0	0
chrUn_KI270418v1	2145	336	0.16	0	1
chrUn_KI270418v1_region	0	0	0.00	0	0
chrUn_KI270420v1	2321	900	0.39	0	2
chrUn_KI270420v1_region	0	0	0.00	0	0
chrUn_KI270424v1	2140	476	0.22	0	2
chrUn_KI270424v1_region	0	0	0.00	0	0
chrUn_KI270417v1	2043	538	0.26	0	2
chrUn_KI270417v1_region	0	0	0.00	0	0
chrUn_KI270422v1	1445	41	0.03	0	1
chrUn_KI270422v1_region	0	0	0.00	0	0
chrUn_KI270423v1	981	180	0.18	0	2
chrUn_KI270423v1_region	0	0	0.00	0	0
