chrom	length	bases	mean	min	max
chr1	248956422	922809209	3.71	0	1498
chr1_region	4728181	480909954	101.71	0	1498
chr2	242193529	600757787	2.48	0	1464
chr2_region	3365782	294539717	87.51	0	1464
chr3	198295559	497798505	2.51	0	1639
chr3_region	2638027	249203120	94.47	0	1639
chr4	190214555	356170930	1.87	0	1246
chr4_region	1796579	172345482	95.93	0	1246
chr5	181538259	397864503	2.19	0	1010
chr5_region	2085904	195371369	93.66	0	1010
chr6	170805979	485584007	2.84	0	1584
chr6_region	2346319	255030767	108.69	0	1507
chr7	159345973	435203874	2.73	0	1180
chr7_region	2210246	213256224	96.49	0	1180
chr8	145138636	304123093	2.10	0	897
chr8_region	1566502	142319775	90.85	0	897
chr9	138394717	388426691	2.81	0	1137
chr9_region	1873735	190556009	101.70	0	1137
chr10	133797422	420364399	3.14	0	869
chr10_region	1828952	206507965	112.91	0	858
chr11	135086622	477196405	3.53	0	1052
chr11_region	2653682	258197280	97.30	0	1052
chr12	133275309	489414028	3.67	0	1512
chr12_region	2445531	259599667	106.15	0	1512
chr13	114364328	196934531	1.72	0	972
chr13_region	828312	93505261	112.89	0	972
chr14	107043718	268123577	2.50	0	1632
chr14_region	1508410	139826133	92.70	0	1632
chr15	101991189	296086263	2.90	0	673
chr15_region	1620590	140503279	86.70	0	673
chr16	90338345	290075991	3.21	0	1625
chr16_region	1975485	149011041	75.43	0	1289
chr17	83257441	455549094	5.47	0	3746
chr17_region	2581394	230243262	89.19	0	1451
chr18	80373285	146671703	1.82	0	698
chr18_region	691497	69505339	100.51	0	698
chr19	58617616	380821605	6.50	0	1106
chr19_region	2891894	217023220	75.05	0	1106
chr20	64444167	219146795	3.40	0	815
chr20_region	1136294	110298885	97.07	0	815
chr21	46709983	97046234	2.08	0	981
chr21_region	462839	43689460	94.39	0	981
chr22	50818468	160348385	3.16	0	1007
chr22_region	989969	77340694	78.12	0	1007
chrX	156040895	412727959	2.64	0	2129
chrX_region	0	0	0.00	0	0
chrY	57227415	1090835	0.02	0	452
chrY_region	0	0	0.00	0	0
chrM	16569	685806	41.39	0	73
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	668632	3.82	0	348
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	4396	0.14	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	39711	0.31	0	22
