chrom	length	bases	mean	min	max
chr1	248956422	598494528	2.40	0	2804
chr1_region	4728181	377667676	79.88	0	2804
chr2	242193529	438730574	1.81	0	1872
chr2_region	3365782	269689863	80.13	0	1695
chr3	198295559	305663866	1.54	0	1224
chr3_region	2638027	199223684	75.52	0	1224
chr4	190214555	206719478	1.09	0	1048
chr4_region	1796579	131107459	72.98	0	1048
chr5	181538259	252857078	1.39	0	1618
chr5_region	2085904	160331391	76.86	0	1618
chr6	170805979	240472588	1.41	0	1099
chr6_region	2346319	153579733	65.46	0	1066
chr7	159345973	265631881	1.67	0	1537
chr7_region	2210246	163728665	74.08	0	1537
chr8	145138636	161737143	1.11	0	2617
chr8_region	1566502	99649197	63.61	0	2617
chr9	138394717	219272449	1.58	0	1647
chr9_region	1873735	124898060	66.66	0	1610
chr10	133797422	220183570	1.65	0	2952
chr10_region	1828952	126996788	69.44	0	2952
chr11	135086622	278111007	2.06	0	1656
chr11_region	2653682	183880887	69.29	0	1656
chr12	133275309	251130531	1.88	0	1133
chr12_region	2445531	163902430	67.02	0	1133
chr13	114364328	92483571	0.81	0	641
chr13_region	828312	52391507	63.25	0	567
chr14	107043718	156520265	1.46	0	1753
chr14_region	1508410	101828079	67.51	0	1753
chr15	101991189	187911463	1.84	0	2398
chr15_region	1620590	113941635	70.31	0	2398
chr16	90338345	220462361	2.44	0	1793
chr16_region	1975485	139215426	70.47	0	1793
chr17	83257441	289594387	3.48	0	1843
chr17_region	2581394	179166104	69.41	0	1843
chr18	80373285	75284364	0.94	0	714
chr18_region	691497	44770394	64.74	0	606
chr19	58617616	247783699	4.23	0	2891
chr19_region	2891894	173358171	59.95	0	2891
chr20	64444167	116009696	1.80	0	597
chr20_region	1136294	71992399	63.36	0	569
chr21	46709983	54455728	1.17	0	746
chr21_region	462839	29072838	62.81	0	746
chr22	50818468	118938801	2.34	0	1496
chr22_region	989969	65519110	66.18	0	1360
chrX	156040895	333060651	2.13	0	2688
chrX_region	0	0	0.00	0	0
chrY	57227415	735959	0.01	0	227
chrY_region	0	0	0.00	0	0
chrM	16569	733310	44.26	0	1433
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	75833	0.43	0	186
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	2560	0.08	0	2
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	77950	0.61	0	65
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	74875	1.12	0	57
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	3348	0.08	0	2
chr1_KI270710v1_random_region	0	0	0.00	0	0
