chrom	length	bases	mean	min	max
chr1	248956422	1033805254	4.15	0	1652
chr1_region	4728181	524533951	110.94	0	1652
chr2	242193529	683616885	2.82	0	1679
chr2_region	3365782	318890763	94.74	0	1679
chr3	198295559	569165267	2.87	0	1800
chr3_region	2638027	272424856	103.27	0	1800
chr4	190214555	405710843	2.13	0	1409
chr4_region	1796579	186745188	103.94	0	1409
chr5	181538259	456889676	2.52	0	1159
chr5_region	2085904	212873911	102.05	0	1159
chr6	170805979	548830794	3.21	0	1813
chr6_region	2346319	278212883	118.57	0	1682
chr7	159345973	499844663	3.14	0	2085
chr7_region	2210246	235867861	106.72	0	2085
chr8	145138636	355726896	2.45	0	996
chr8_region	1566502	155866838	99.50	0	996
chr9	138394717	435333061	3.15	0	1212
chr9_region	1873735	208917471	111.50	0	1212
chr10	133797422	478667687	3.58	0	974
chr10_region	1828952	226454717	123.82	0	974
chr11	135086622	545686060	4.04	0	1223
chr11_region	2653682	285974296	107.77	0	1223
chr12	133275309	544013618	4.08	0	1718
chr12_region	2445531	281365153	115.05	0	1671
chr13	114364328	224614735	1.96	0	1076
chr13_region	828312	100864800	121.77	0	1076
chr14	107043718	303762675	2.84	0	1849
chr14_region	1508410	152553671	101.14	0	1849
chr15	101991189	334635429	3.28	0	778
chr15_region	1620590	153560166	94.76	0	778
chr16	90338345	338404584	3.75	0	1923
chr16_region	1975485	165181358	83.62	0	1470
chr17	83257441	500610376	6.01	0	1734
chr17_region	2581394	251993873	97.62	0	1734
chr18	80373285	171747647	2.14	0	792
chr18_region	691497	75575761	109.29	0	792
chr19	58617616	428066632	7.30	0	959
chr19_region	2891894	240787630	83.26	0	959
chr20	64444167	254366910	3.95	0	820
chr20_region	1136294	122128870	107.48	0	820
chr21	46709983	111361008	2.38	0	1056
chr21_region	462839	47739775	103.15	0	1047
chr22	50818468	185994004	3.66	0	1064
chr22_region	989969	86199452	87.07	0	1064
chrX	156040895	487247238	3.12	0	4217
chrX_region	0	0	0.00	0	0
chrY	57227415	1166760	0.02	0	484
chrY_region	0	0	0.00	0	0
chrM	16569	279234	16.85	0	41
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	633412	3.62	0	380
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	10128	0.32	0	4
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	41754	0.33	0	19
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	60965	0.91	0	13
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	7703	0.19	0	4
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1845511	43.72	0	1052
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	245214	1.39	0	120
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	286855	7.04	0	170
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	266456	6.39	0	148
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	8706	0.05	0	7
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	4731	0.03	0	2
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	810828	5.22	0	696
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	569875	2.72	0	306
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	8955	0.10	0	2
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	11122	0.28	0	25
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	147353	3.87	0	174
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	212173	1.20	0	174
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	265077	6.79	0	450
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	112285	1.12	0	76
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	510281	2.53	0	285
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	328318	1.55	0	174
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	37524	0.19	0	8
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	346105	1.81	0	175
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	68524	1.80	0	47
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	51742	1.31	0	47
chr14_KI270724v1_random_region	0	0	0.00	0	0
