chrom	length	bases	mean	min	max
chr1	248956422	1148282692	4.61	0	4261
chr1_region	4728181	364726307	77.14	0	1458
chr2	242193529	907169479	3.75	0	1582
chr2_region	3365782	253073134	75.19	0	1341
chr3	198295559	721385561	3.64	0	8851
chr3_region	2638027	192833928	73.10	0	6975
chr4	190214555	612848049	3.22	0	2787
chr4_region	1796579	137115609	76.32	0	1171
chr5	181538259	629190069	3.47	0	6520
chr5_region	2085904	157061563	75.30	0	993
chr6	170805979	646562558	3.79	0	4148
chr6_region	2346319	188239487	80.23	0	4148
chr7	159345973	598062798	3.75	0	2063
chr7_region	2210246	159722416	72.26	0	1623
chr8	145138636	481027340	3.31	0	1034
chr8_region	1566502	105411092	67.29	0	835
chr9	138394717	491291177	3.55	0	1189
chr9_region	1873735	133040932	71.00	0	1189
chr10	133797422	526824740	3.94	0	2515
chr10_region	1828952	140133640	76.62	0	973
chr11	135086622	577189615	4.27	0	2360
chr11_region	2653682	192578785	72.57	0	2360
chr12	133275309	557679594	4.18	0	911
chr12_region	2445531	179659836	73.46	0	911
chr13	114364328	309996297	2.71	0	2366
chr13_region	828312	58846916	71.04	0	635
chr14	107043718	364374565	3.40	0	1349
chr14_region	1508410	112782594	74.77	0	1349
chr15	101991189	396869156	3.89	0	1855
chr15_region	1620590	121262996	74.83	0	1855
chr16	90338345	412296982	4.56	0	2585
chr16_region	1975485	134863943	68.27	0	904
chr17	83257441	491179565	5.90	0	2102
chr17_region	2581394	185436195	71.84	0	1227
chr18	80373285	252248938	3.14	0	1386
chr18_region	691497	49859536	72.10	0	605
chr19	58617616	395934244	6.75	0	1537
chr19_region	2891894	189865030	65.65	0	1537
chr20	64444167	270468264	4.20	0	1127
chr20_region	1136294	75262794	66.24	0	1127
chr21	46709983	161385687	3.46	0	1843
chr21_region	462839	31954517	69.04	0	439
chr22	50818468	191635875	3.77	0	1852
chr22_region	989969	60288340	60.90	0	1036
chrX	156040895	305221215	1.96	0	1773
chrX_region	0	0	0.00	0	0
chrY	57227415	71617705	1.25	0	2280
chrY_region	0	0	0.00	0	0
chrM	16569	18946999	1143.52	0	1588
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	748958	4.28	0	299
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	65680	2.05	0	11
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	250743	1.96	0	23
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	1669253	24.97	0	433
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	114188	2.84	0	12
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	3051533	72.29	0	913
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	664317	3.77	0	262
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	509231	12.50	0	339
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	224911	5.39	0	89
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	272662	1.69	0	13
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	269735	1.75	0	15
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	1073281	6.91	0	382
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	1281118	6.11	0	262
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	234680	2.53	0	29
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	183216	4.57	0	250
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	207191	5.44	0	133
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	722927	4.09	0	227
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	248663	6.37	0	160
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	207415	2.07	0	41
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	1334108	6.61	0	298
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	8222576	38.94	0	1482
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	625724	3.22	0	21
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	1181462	6.17	0	92
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	516472	13.55	0	607
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	430069	10.87	0	364
chr14_KI270724v1_random_region	0	0	0.00	0	0
chr14_KI270725v1_random	172810	519145	3.00	0	282
chr14_KI270725v1_random_region	0	0	0.00	0	0
chr14_KI270726v1_random	43739	319593	7.31	0	299
chr14_KI270726v1_random_region	0	0	0.00	0	0
chr15_KI270727v1_random	448248	3153461	7.04	0	549
chr15_KI270727v1_random_region	0	0	0.00	0	0
chr16_KI270728v1_random	1872759	4911853	2.62	0	293
chr16_KI270728v1_random_region	0	0	0.00	0	0
chr17_GL000205v2_random	185591	1430258	7.71	0	401
chr17_GL000205v2_random_region	0	0	0.00	0	0
chr17_KI270729v1_random	280839	3288297	11.71	0	3441
chr17_KI270729v1_random_region	0	0	0.00	0	0
chr17_KI270730v1_random	112551	670023	5.95	0	146
chr17_KI270730v1_random_region	0	0	0.00	0	0
chr22_KI270731v1_random	150754	920405	6.11	0	359
chr22_KI270731v1_random_region	0	0	0.00	0	0
chr22_KI270732v1_random	41543	354825	8.54	0	301
chr22_KI270732v1_random_region	0	0	0.00	0	0
chr22_KI270733v1_random	179772	9116663	50.71	0	3481
chr22_KI270733v1_random_region	0	0	0.00	0	0
chr22_KI270734v1_random	165050	914435	5.54	0	495
chr22_KI270734v1_random_region	0	0	0.00	0	0
chr22_KI270735v1_random	42811	397629	9.29	0	370
chr22_KI270735v1_random_region	0	0	0.00	0	0
chr22_KI270736v1_random	181920	1125487	6.19	0	557
chr22_KI270736v1_random_region	0	0	0.00	0	0
chr22_KI270737v1_random	103838	404815	3.90	0	1121
chr22_KI270737v1_random_region	0	0	0.00	0	0
chr22_KI270738v1_random	99375	244382	2.46	0	30
chr22_KI270738v1_random_region	0	0	0.00	0	0
chr22_KI270739v1_random	73985	90295	1.22	0	9
chr22_KI270739v1_random_region	0	0	0.00	0	0
chrY_KI270740v1_random	37240	35542	0.95	0	6
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	4457	1.96	0	7
chrUn_KI270302v1_region	0	0	0.00	0	0
chrUn_KI270304v1	2165	9328	4.31	0	19
chrUn_KI270304v1_region	0	0	0.00	0	0
