chrom	length	bases	mean	min	max
chr1	248956422	1354015227	5.44	0	2663
chr1_region	4728181	533878160	112.91	0	1920
chr2	242193529	1067062485	4.41	0	2008
chr2_region	3365782	374494689	111.27	0	2008
chr3	198295559	845118730	4.26	0	9986
chr3_region	2638027	287456128	108.97	0	5672
chr4	190214555	704771349	3.71	0	3040
chr4_region	1796579	199075690	110.81	0	1018
chr5	181538259	730125665	4.02	0	7029
chr5_region	2085904	233443340	111.91	0	1312
chr6	170805979	752990619	4.41	0	3216
chr6_region	2346319	271101047	115.54	0	3216
chr7	159345973	700394751	4.40	0	2305
chr7_region	2210246	235141509	106.39	0	2305
chr8	145138636	551439831	3.80	0	2184
chr8_region	1566502	157382958	100.47	0	2184
chr9	138394717	572507736	4.14	0	1446
chr9_region	1873735	195026615	104.08	0	1446
chr10	133797422	615425887	4.60	0	3021
chr10_region	1828952	205062640	112.12	0	1163
chr11	135086622	687978665	5.09	0	3726
chr11_region	2653682	280995632	105.89	0	3726
chr12	133275309	669089413	5.02	0	1579
chr12_region	2445531	265079526	108.39	0	1579
chr13	114364328	358200147	3.13	0	2665
chr13_region	828312	88065559	106.32	0	775
chr14	107043718	430132669	4.02	0	1924
chr14_region	1508410	163571888	108.44	0	1924
chr15	101991189	459843835	4.51	0	1611
chr15_region	1620590	174904539	107.93	0	1611
chr16	90338345	482001792	5.34	0	2085
chr16_region	1975485	192014460	97.20	0	1061
chr17	83257441	603093683	7.24	0	1980
chr17_region	2581394	266620249	103.29	0	1376
chr18	80373285	283592649	3.53	0	1297
chr18_region	691497	74765315	108.12	0	1109
chr19	58617616	483233660	8.24	0	1464
chr19_region	2891894	264270949	91.38	0	1464
chr20	64444167	316411165	4.91	0	1424
chr20_region	1136294	110880581	97.58	0	1398
chr21	46709983	172269057	3.69	0	2106
chr21_region	462839	46449606	100.36	0	586
chr22	50818468	225159600	4.43	0	2128
chr22_region	989969	87189275	88.07	0	1228
chrX	156040895	359480898	2.30	0	1561
chrX_region	0	0	0.00	0	0
chrY	57227415	76987684	1.35	0	2847
chrY_region	0	0	0.00	0	0
