chrom	length	bases	mean	min	max
chr1	248956422	1079763133	4.34	0	2689
chr1_region	4728181	532236356	112.57	0	2689
chr2	242193529	730940257	3.02	0	1711
chr2_region	3365782	328729252	97.67	0	1711
chr3	198295559	600813079	3.03	0	2012
chr3_region	2638027	276812411	104.93	0	2012
chr4	190214555	439767919	2.31	0	1604
chr4_region	1796579	191431556	106.55	0	1604
chr5	181538259	488056726	2.69	0	1148
chr5_region	2085904	217283742	104.17	0	1148
chr6	170805979	581003173	3.40	0	1853
chr6_region	2346319	283337207	120.76	0	1774
chr7	159345973	521055699	3.27	0	1540
chr7_region	2210246	236499543	107.00	0	1540
chr8	145138636	378379917	2.61	0	1077
chr8_region	1566502	159059677	101.54	0	1077
chr9	138394717	463056544	3.35	0	1432
chr9_region	1873735	211790144	113.03	0	1359
chr10	133797422	502539184	3.76	0	1019
chr10_region	1828952	229483005	125.47	0	1019
chr11	135086622	557885609	4.13	0	1351
chr11_region	2653682	284165911	107.08	0	1351
chr12	133275309	571676053	4.29	0	1922
chr12_region	2445531	287145897	117.42	0	1922
chr13	114364328	243586479	2.13	0	1202
chr13_region	828312	104265280	125.88	0	1202
chr14	107043718	322454635	3.01	0	1894
chr14_region	1508410	156687944	103.88	0	1894
chr15	101991189	349060345	3.42	0	822
chr15_region	1620590	156462069	96.55	0	822
chr16	90338345	346354980	3.83	0	2004
chr16_region	1975485	164507502	83.27	0	1551
chr17	83257441	513759224	6.17	0	1868
chr17_region	2581394	254873568	98.73	0	1868
chr18	80373285	182848558	2.27	0	884
chr18_region	691497	76878299	111.18	0	884
chr19	58617616	427586183	7.29	0	1091
chr19_region	2891894	237293819	82.05	0	1091
chr20	64444167	258943733	4.02	0	893
chr20_region	1136294	120932557	106.43	0	893
chr21	46709983	118706760	2.54	0	1136
chr21_region	462839	48635767	105.08	0	1088
chr22	50818468	186939254	3.68	0	1319
chr22_region	989969	85146789	86.01	0	1319
chrX	156040895	490846356	3.15	0	2715
chrX_region	0	0	0.00	0	0
chrY	57227415	1809686	0.03	0	512
chrY_region	0	0	0.00	0	0
chrM	16569	2449148	147.82	0	223
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	797626	4.56	0	364
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	22247	0.69	0	10
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	96887	0.76	0	35
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	154087	2.30	0	50
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	24097	0.60	0	5
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1817466	43.06	0	1052
chr1_KI270711v1_random_region	0	0	0.00	0	0
