chrom	length	bases	mean	min	max
chr1	248956422	1216684123	4.89	0	2014
chr1_region	4728181	610250925	129.07	0	2014
chr2	242193529	811618205	3.35	0	1943
chr2_region	3365782	381655726	113.39	0	1943
chr3	198295559	673841800	3.40	0	2406
chr3_region	2638027	323214511	122.52	0	2375
chr4	190214555	485833032	2.55	0	1506
chr4_region	1796579	224198673	124.79	0	1506
chr5	181538259	538200061	2.96	0	1076
chr5_region	2085904	252086544	120.85	0	1076
chr6	170805979	653119997	3.82	0	2414
chr6_region	2346319	329555602	140.46	0	2217
chr7	159345973	577687704	3.63	0	2638
chr7_region	2210246	271786817	122.97	0	2638
chr8	145138636	417826054	2.88	0	1168
chr8_region	1566502	186863146	119.29	0	1168
chr9	138394717	516709149	3.73	0	1388
chr9_region	1873735	245271993	130.90	0	1324
chr10	133797422	566403758	4.23	0	1179
chr10_region	1828952	267977757	146.52	0	1179
chr11	135086622	629516380	4.66	0	1313
chr11_region	2653682	329197896	124.05	0	1313
chr12	133275309	653197279	4.90	0	2010
chr12_region	2445531	334068608	136.60	0	2010
chr13	114364328	268795802	2.35	0	1315
chr13_region	828312	122479481	147.87	0	1315
chr14	107043718	370748272	3.46	0	2628
chr14_region	1508410	187096869	124.04	0	2628
chr15	101991189	386581977	3.79	0	845
chr15_region	1620590	181639260	112.08	0	845
chr16	90338345	383243285	4.24	0	2143
chr16_region	1975485	187994670	95.16	0	1771
chr17	83257441	581625224	6.99	0	2209
chr17_region	2581394	289704417	112.23	0	2080
chr18	80373285	200916163	2.50	0	977
chr18_region	691497	90487262	130.86	0	977
chr19	58617616	450467341	7.68	0	1222
chr19_region	2891894	253010011	87.49	0	1222
chr20	64444167	290297008	4.50	0	928
chr20_region	1136294	140900874	124.00	0	928
chr21	46709983	127813388	2.74	0	1241
chr21_region	462839	56221055	121.47	0	1241
chr22	50818468	206507360	4.06	0	1110
chr22_region	989969	96134234	97.11	0	1110
chrX	156040895	544070124	3.49	0	3058
chrX_region	0	0	0.00	0	0
chrY	57227415	1367446	0.02	0	352
