chrom	length	bases	mean	min	max
chr1	248956422	767763834	3.08	0	1180
chr1_region	4728181	373079775	78.91	0	1180
chr2	242193529	508504910	2.10	0	2350
chr2_region	3365782	230199096	68.39	0	1151
chr3	198295559	419955279	2.12	0	1286
chr3_region	2638027	194177526	73.61	0	1286
chr4	190214555	308127819	1.62	0	1122
chr4_region	1796579	136527163	75.99	0	1122
chr5	181538259	338723047	1.87	0	811
chr5_region	2085904	153159573	73.43	0	811
chr6	170805979	409358719	2.40	0	1226
chr6_region	2346319	199970454	85.23	0	1118
chr7	159345973	366160330	2.30	0	984
chr7_region	2210246	166323746	75.25	0	984
chr8	145138636	261070799	1.80	0	715
chr8_region	1566502	112142761	71.59	0	715
chr9	138394717	325473570	2.35	0	923
chr9_region	1873735	148250951	79.12	0	923
chr10	133797422	353626174	2.64	0	651
chr10_region	1828952	160954391	88.00	0	651
chr11	135086622	396853630	2.94	0	875
chr11_region	2653682	200899415	75.71	0	875
chr12	133275309	404963441	3.04	0	1519
chr12_region	2445531	200171281	81.85	0	1114
chr13	114364328	170013239	1.49	0	779
chr13_region	828312	73646483	88.91	0	779
chr14	107043718	225964883	2.11	0	1255
chr14_region	1508410	109120456	72.34	0	1255
chr15	101991189	247807629	2.43	0	533
chr15_region	1620590	109097434	67.32	0	533
chr16	90338345	240741263	2.66	0	1313
chr16_region	1975485	114054211	57.73	0	903
chr17	83257441	365064356	4.38	0	1118
chr17_region	2581394	176239106	68.27	0	1118
chr18	80373285	125651790	1.56	0	560
chr18_region	691497	54224831	78.42	0	560
chr19	58617616	311474494	5.31	0	744
chr19_region	2891894	169039712	58.45	0	744
chr20	64444167	182603802	2.83	0	615
chr20_region	1136294	85129331	74.92	0	615
chr21	46709983	83340504	1.78	0	845
chr21_region	462839	33963126	73.38	0	737
chr22	50818468	132579105	2.61	0	756
chr22_region	989969	59299099	59.90	0	756
chrX	156040895	358275716	2.30	0	1923
chrX_region	0	0	0.00	0	0
chrY	57227415	1102619	0.02	0	340
chrY_region	0	0	0.00	0	0
chrM	16569	268480	16.20	0	33
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	606966	3.47	0	308
chr1_KI270706v1_random_region	0	0	0.00	0	0
chr1_KI270707v1_random	32032	8163	0.25	0	3
chr1_KI270707v1_random_region	0	0	0.00	0	0
chr1_KI270708v1_random	127682	33155	0.26	0	16
chr1_KI270708v1_random_region	0	0	0.00	0	0
chr1_KI270709v1_random	66860	147747	2.21	0	35
chr1_KI270709v1_random_region	0	0	0.00	0	0
chr1_KI270710v1_random	40176	8733	0.22	0	3
chr1_KI270710v1_random_region	0	0	0.00	0	0
chr1_KI270711v1_random	42210	1451797	34.39	0	687
chr1_KI270711v1_random_region	0	0	0.00	0	0
chr1_KI270712v1_random	176043	187990	1.07	0	92
chr1_KI270712v1_random_region	0	0	0.00	0	0
chr1_KI270713v1_random	40745	297608	7.30	0	151
chr1_KI270713v1_random_region	0	0	0.00	0	0
chr1_KI270714v1_random	41717	307095	7.36	0	126
chr1_KI270714v1_random_region	0	0	0.00	0	0
chr2_KI270715v1_random	161471	18864	0.12	0	3
chr2_KI270715v1_random_region	0	0	0.00	0	0
chr2_KI270716v1_random	153799	13982	0.09	0	3
chr2_KI270716v1_random_region	0	0	0.00	0	0
chr3_GL000221v1_random	155397	834732	5.37	0	844
chr3_GL000221v1_random_region	0	0	0.00	0	0
chr4_GL000008v2_random	209709	547692	2.61	0	261
chr4_GL000008v2_random_region	0	0	0.00	0	0
chr5_GL000208v1_random	92689	19514	0.21	0	3
chr5_GL000208v1_random_region	0	0	0.00	0	0
chr9_KI270717v1_random	40062	14455	0.36	0	24
chr9_KI270717v1_random_region	0	0	0.00	0	0
chr9_KI270718v1_random	38054	181438	4.77	0	237
chr9_KI270718v1_random_region	0	0	0.00	0	0
chr9_KI270719v1_random	176845	156917	0.89	0	100
chr9_KI270719v1_random_region	0	0	0.00	0	0
chr9_KI270720v1_random	39050	216451	5.54	0	257
chr9_KI270720v1_random_region	0	0	0.00	0	0
chr11_KI270721v1_random	100316	72316	0.72	0	65
chr11_KI270721v1_random_region	0	0	0.00	0	0
chr14_GL000009v2_random	201709	623430	3.09	0	286
chr14_GL000009v2_random_region	0	0	0.00	0	0
chr14_GL000225v1_random	211173	402213	1.90	0	169
chr14_GL000225v1_random_region	0	0	0.00	0	0
chr14_KI270722v1_random	194050	78265	0.40	0	43
chr14_KI270722v1_random_region	0	0	0.00	0	0
chr14_GL000194v1_random	191469	335130	1.75	0	176
chr14_GL000194v1_random_region	0	0	0.00	0	0
chr14_KI270723v1_random	38115	59147	1.55	0	36
chr14_KI270723v1_random_region	0	0	0.00	0	0
chr14_KI270724v1_random	39555	72678	1.84	0	78
